Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1782843584912,1,11.0000004b,Drive,Loading,pitch.0,217841,-0.234,6.0525,55.6545,42.1774,-96.6552,8.6417,0.183,0.0798
1782843584912,1,12.00000015,Lower Delivery,Loading,pitch.0,217639,-0.0066,0.0013,0.0071,-0.1159,-0.0942,-0.0176,0.0,0.0
1782843584912,1,12.00000018,Upper Delivery,Loading,pitch.0,217915,0.629,-0.8026,2.3575,0.1406,0.4347,-1.6762,-0.0194,0.0063
1782843584912,1,Pitching Mound.Delivery,,Loading,pitch.0,217485,0.6224,-0.8013,2.3646,-0.7745,0.3405,-1.4777,0.0,0.0
1782843584912,1,Pitching Mound.Drive,,Loading,pitch.0,217841,-0.234,6.0525,55.6545,42.1774,-96.6552,8.6417,0.183,0.0798
1782843584912,1,Pitching Mound.Parent,,Loading,pitch.0,217318,0.3884,5.2511,58.0191,41.4029,-96.3147,7.164,0.1747,0.0631
1782843584913,1,11.0000004b,Drive,Loading,pitch.0,217842,-0.2209,6.0546,55.6156,42.1556,-96.6245,8.6452,0.183,0.0799
1782843584913,1,12.00000015,Lower Delivery,Loading,pitch.0,217640,-0.0059,0.0007,0.0072,-0.1243,-0.103,-0.0173,0.0,0.0
1782843584913,1,12.00000018,Upper Delivery,Loading,pitch.0,217916,0.6017,-0.7365,2.7563,0.2491,0.4859,-1.6777,-0.0186,0.0095
1782843584913,1,Pitching Mound.Delivery,,Loading,pitch.0,217486,0.5959,-0.7358,2.7635,-0.8099,0.383,-1.4884,0.0,0.0
1782843584913,1,Pitching Mound.Drive,,Loading,pitch.0,217842,-0.2209,6.0546,55.6156,42.1556,-96.6245,8.6452,0.183,0.0799
1782843584913,1,Pitching Mound.Parent,,Loading,pitch.0,217319,0.375,5.3188,58.3791,41.3457,-96.2415,7.1568,0.1735,0.0605
1782843584914,1,11.0000004b,Drive,Loading,pitch.0,217843,-0.2286,6.0516,55.6957,42.1133,-96.675,8.6387,0.1829,0.0797
1782843584914,1,11.0000004b,Drive,Loading,pitch.0,217844,-0.2359,6.0545,55.6755,42.1047,-96.5584,8.6635,0.1827,0.0797
1782843584914,1,12.00000015,Lower Delivery,Loading,pitch.0,217641,-0.0048,0.0008,0.0082,-0.127,-0.1095,-0.0182,0.0,0.0
1782843584914,1,12.00000018,Upper Delivery,Loading,pitch.0,217917,0.6122,-0.7163,2.7446,0.2599,0.4173,-1.6367,-0.016,0.01
