pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-08-08,90.1,-1.26,5.93,"Murphy, Sean",669221,665795,strikeout,swinging_strike,,,,,14,Sean Murphy strikes out swinging.,R,R,R,ATL,MIA,S,2,,2,2,2025,0.05,0.21,0.8042546484806522,1.0901524123786217,,,,2,8,Bot,,,,,,,5.040544932313339,-131.13550635591514,-6.6012546101230445,-0.392789143559516,25.218535874046772,-28.60122119690882,3.46,1.66,,,,90.8,2577,6.5,776834,682663,676572,669364,688363,672640,667472,656537,669065,53.99,,0,0,1,0,0,,62,5,Slider,1,5,1,5,5,1,1,5,Standard,Standard,164,-0.003,-0.224,64.0,9.4,,0.224,,-4,-4,0.018,0.018,27,30,27,31,3,0,5,2,6,1,2.57,-0.05,-0.05,28.4,28.86994489403387,-25.58422690646319,37.226360971673266,47.96834723148871,47.59008949070305
CH,2025-08-08,94.9,-1.07,6.13,"Murphy, Sean",669221,665795,,ball,,,,,13,Ball,R,R,R,ATL,MIA,B,,,1,2,2025,-1.3,0.38,-0.9899362581964104,1.3804472251299265,,,,2,8,Bot,,,,,,,3.1202544845492706,-138.22253612481381,-7.70070132469502,-17.453150364800532,27.394280035242904,-25.93834782490088,3.45999964769111,1.63676082715609,,,,95.7,1716,6.5,776834,682663,676572,669364,688363,672640,667472,656537,669065,54.04,,,,,,,,62,4,Changeup,1,5,1,5,5,1,1,5,Standard,Standard,238,0,0.042,,,,-0.042,,-4,-4,0.018,0.018,27,30,27,31,3,0,5,2,6,1,2.13,1.3,1.3,36.9,,,,,
CU,2025-08-08,85.6,-1.06,6.29,"Murphy, Sean",669221,665795,,called_strike,,,,,8,Called Strike,R,R,R,ATL,MIA,S,,,1,1,2025,0.91,-0.83,0.19716811000279233,1.5453028348253222,,,,2,8,Bot,,,,,,,1.1193855118820086,-124.66894223951861,-3.277122623984709,9.291714220694768,24.890333573242476,-40.400267284249445,3.46000231700484,1.64029075040975,,,,85.9,2750,6.4,776834,682663,676572,669364,688363,672640,667472,656537,669065,54.11,,,,,,,,62,3,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,41,-0.001,-0.062,,,,0.062,,-4,-4,0.019,0.019,27,30,27,31,3,0,5,2,6,1,3.93,-0.91,-0.91,39.2,,,,,
SL,2025-08-08,87.3,-1.31,5.97,"Murphy, Sean",669221,665795,,swinging_strike,,,,,14,Swinging Strike,R,R,R,ATL,MIA,S,,,1,0,2025,0.04,0.2,0.8740780785570318,1.9959220153927357,,,,2,8,Bot,,,,,,,5.190133375365504,-127.17689493012394,-3.8761325348689355,-0.557425434623468,24.50278830108038,-29.451366280499112,3.46,1.66,,,,87.9,2528,6.4,776834,682663,676572,669364,688363,672640,667472,656537,669065,54.06,,,,,,,,62,2,Slider,1,5,1,5,5,1,1,5,Standard,Standard,65,-0.001,-0.054,72.0,9.1,,0.054,,-4,-4,0.02,0.02,27,30,27,31,3,0,5,2,6,1,2.77,-0.04,-0.04,29.5,29.3250193107743,-29.82013814933549,28.876595421189982,49.90666964689775,50.82525638333313
CU,2025-08-08,85.9,-1.05,6.31,"Murphy, Sean",669221,665795,,ball,,,,,14,Ball,R,R,R,ATL,MIA,B,,,0,0,2025,0.73,-0.81,1.5029130918258955,1.7351420085898246,,,,2,8,Bot,,,,,,,4.5931289725035445,-125.07135933241963,-2.9770130547905014,6.765867202763875,24.502502435586642,-40.36112320719228,3.45999760686487,1.687370672608,,,,86.5,2714,6.5,776834,682663,676572,669364,688363,672640,667472,656537,669065,53.95,,,,,,,,62,1,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,35,0.001,0.037,,,,-0.037,,-4,-4,0.019,0.019,27,30,27,31,3,0,5,2,6,1,3.89,-0.73,-0.73,39.2,,,,,
CH,2025-08-08,93.7,-1.12,6.25,"Alvarez Jr., Nacho",805373,665795,strikeout,called_strike,,,,,4,Nacho Alvarez Jr. called out on strikes.,R,R,R,ATL,MIA,S,2,,0,2,2025,-1.41,0.13,-0.5699234051354772,2.7132349257758945,,,,1,8,Bot,,,,,,,4.574165484997873,-136.4372135369858,-3.7521534991753174,-18.614921615701366,28.62580360642854,-29.93871793183978,3.2700005078155,1.55437671581581,,,,94.5,1602,6.6,776834,682663,676572,669364,688363,672640,667472,656537,669065,53.9,,0,0,1,0,0,,61,3,Changeup,1,5,1,5,5,1,1,5,Standard,Standard,238,-0.005,-0.163,,,,0.163,,-4,-4,0.024,0.024,27,22,27,22,3,2,5,1,6,1,2.45,1.41,1.41,38.9,,,,,
FF,2025-08-08,94,-0.96,6.83,"Rafaela, Ceddanne",678882,601713,field_out,hit_into_play,,,,,2,Ceddanne Rafaela lines out to right fielder Fernando Tatis Jr.,R,R,R,SD,BOS,X,9,line_drive,1,2,2025,-0.39,1.59,0.10196565146346392,3.3411200128458427,,807799,,2,6,Top,187.46,110.08,,,,,3.66414460198385,-136.76919729061044,-6.895227779886807,-5.7302603098149545,31.6948868252338,-10.941888841618477,3.55,1.65,269,95.2,17,94.9,2259,6.9,776820,553869,650333,630105,592518,593428,657656,701538,665487,53.59,0.587,0.573,0,1,0,0,4,48,4,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,194,0.005,-0.208,63.3,6.0,0.764,0.208,95.2,-5,5,0.052,0.948,32,24,32,25,3,2,7,2,5,1,1,0.39,0.39,57.4,5.015945170343855,22.39580542963269,23.66723393831509,34.90548086044879,23.00870841382246
SL,2025-08-08,88.2,-1.1,6.14,"Alvarez Jr., Nacho",805373,665795,,foul,,,,,9,Foul,R,R,R,ATL,MIA,S,,,0,1,2025,-0.05,0.01,0.6465852896051624,1.4632591868874898,,,,1,8,Bot,,,,,,,4.342724628332716,-128.3890513512136,-5.36329953279316,-1.363102690279016,24.26424609636758,-31.195744924012217,3.27,1.52,1,61.9,-44,88.6,2466,6.3,776834,682663,676572,669364,688363,672640,667472,656537,669065,54.16,,,,,,,,61,2,Slider,1,5,1,5,5,1,1,5,Standard,Standard,154,-0.003,-0.052,71.5,8.3,,0.052,88.0,-4,-4,0.027,0.027,27,22,27,22,3,2,5,1,6,1,2.89,0.05,0.05,32.3,2.719334386751014,-13.785132601386001,34.52149758850836,43.11515260836411,33.384087642664255
FC,2025-08-08,89.3,-1.3,6.84,"Rafaela, Ceddanne",678882,601713,,called_strike,,,,,6,Called Strike,R,R,R,SD,BOS,S,,,1,1,2025,0.45,0.83,0.811000777690501,2.8335699164030825,,807799,,2,6,Top,,,,,,,4.2724478861267645,-129.91062552203798,-5.637937299381921,4.186238486431453,27.561411036038507,-21.777284724985662,3.55000043965256,1.6629953005632,,,,90,2351,6.8,776820,553869,650333,630105,592518,593428,657656,701538,665487,53.74,,,,,,,,48,3,Cutter,0,5,5,0,5,0,5,0,Standard,Standard,170,0.002,-0.056,,,,0.056,,-5,5,0.05,0.95,32,24,32,25,3,2,7,2,5,1,2.03,-0.45,-0.45,57.2,,,,,
CH,2025-08-08,93.6,-1.04,6.19,"Alvarez Jr., Nacho",805373,665795,,called_strike,,,,,7,Called Strike,R,R,R,ATL,MIA,S,,,0,0,2025,-1.42,0.5,-0.33207256336389834,1.774864318768816,,,,1,8,Bot,,,,,,,4.981329258583742,-136.2078422182354,-6.8130516371964145,-18.73166884634616,27.885961302027326,-24.720104179471143,3.45263866072431,1.6080624378599,,,,94.3,1666,6.5,776834,682663,676572,669364,688363,672640,667472,656537,669065,53.95,,,,,,,,61,1,Changeup,1,5,1,5,5,1,1,5,Standard,Standard,234,-0.001,-0.039,,,,0.039,,-4,-4,0.028,0.028,27,22,27,22,3,2,5,1,6,1,2.09,1.42,1.42,37.1,,,,,
