pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-06-30,91,2.52,6.2,"Rogers, Trevor",669432,571578,strikeout,called_strike,,,,,8,Trevor Rogers called out on strikes.,R,L,L,TEX,BAL,S,2,,0,2,2025,1.5,0.72,0.10785010319422073,2.3034381453417216,,,,2,6,Top,,,,,,,-9.306680315432029,-131.96672107535323,-5.305736052755687,19.57387358500194,32.9012071176422,-22.70253677393934,3.93563228089034,1.84145677914058,,,,90.8,2134,6.7,777292,543309,679822,543760,673962,608369,664059,680737,666969,53.78,,0,0,1,0,0,,46,3,Sinker,0,3,3,0,3,0,3,0,Standard,Strategic,146,0.004,-0.16,,,,0.16,,-3,3,0.159,0.841,35,27,36,28,3,1,7,,5,,2.09,1.5,1.5,36.9,,,,,
SL,2025-06-30,77,2.56,6.28,"Rogers, Trevor",669432,571578,,called_strike,,,,,14,Called Strike,R,L,L,TEX,BAL,S,,,0,1,2025,-0.03,0.27,0.23227358584029129,1.7286932964372035,,,,2,6,Top,,,,,,,-4.902271276069296,-111.95438906301105,-3.1497619018637053,0.6655472028325163,21.251391845233847,-29.515239305043995,4.02532336679059,1.89106088917434,,,,77.2,2161,6.6,777292,543309,679822,543760,673962,608369,664059,680737,666969,53.9,,,,,,,,46,2,Slider,0,3,3,0,3,0,3,0,Strategic,Strategic,211,0.001,-0.057,,,,0.057,,-3,3,0.158,0.842,35,27,36,28,3,1,7,,5,,3.59,-0.03,-0.03,40.6,,,,,
SI,2025-06-30,88.5,2.52,6.18,"Rogers, Trevor",669432,571578,,called_strike,,,,,6,Called Strike,R,L,L,TEX,BAL,S,,,0,0,2025,1.4,1,0.6325880173608138,2.663316860453094,,,,2,6,Top,,,,,,,-7.573138501555064,-128.49319288428867,-4.529494738350641,17.109490994634214,30.157394938916223,-20.341319472019734,3.97620947803066,1.96186580256996,,,,88.6,2131,6.7,777292,543309,679822,543760,673962,608369,664059,680737,666969,53.75,,,,,,,,46,1,Sinker,0,3,3,0,3,0,3,0,Standard,Strategic,142,0.001,-0.043,,,,0.043,,-3,3,0.157,0.843,35,27,36,28,3,1,7,,5,,1.95,1.4,1.4,38.0,,,,,
FF,2025-06-30,96.4,-2.21,5.15,"Merrill, Jackson",701538,554430,strikeout,swinging_strike,,,,,11,Jackson Merrill strikes out swinging.,R,L,R,PHI,SD,S,2,,1,2,2025,-0.72,1.02,-0.14943326916800748,4.199142608301097,,650333,,2,8,Top,,,,,,,7.244032540151779,-140.33833564264154,0.7028710804433264,-11.096721034906908,28.641047024407104,-18.91679859799684,3.51,1.61,,,,98.4,2477,7.2,777306,592663,547180,681082,664761,607208,596146,669016,592206,53.31,,0,0,1,0,0,,62,4,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,226,0.008,-0.208,63.8,6.0,,0.208,,4,-4,0.98,0.020000000000000018,35,22,35,22,4,3,5,1,6,2,1.41,0.72,-0.72,22.8,6.215913814026585,24.5611560855367,28.48333410565655,36.93823375985942,12.684947458330313
SL,2025-06-30,79.1,2.52,6.15,"Mullins, Cedric",656775,571578,field_out,hit_into_play,,,,,5,Cedric Mullins grounds out to first baseman Justin Foscue.,R,L,L,TEX,BAL,X,3,ground_ball,2,1,2025,-0.1,0.22,-0.20624429974815936,2.2303035624331997,,,,1,6,Top,154.46,162.32,,,,,-5.808084649609024,-115.09812439349517,-2.1722236475198233,0.15437575583500152,21.207646616717284,-30.008483636660227,3.46,1.54,39,94.2,-1,79.8,2353,6.7,777292,543309,679822,543760,673962,608369,664059,680737,666969,53.77,0.35,0.32,0,1,0,0,2,45,4,Slider,0,3,3,0,3,0,3,0,Infield shade,Standard,247,0.01,-0.298,74.4,7.7,0.353,0.298,94.2,-3,3,0.147,0.853,35,30,36,31,3,2,7,1,5,1,3.42,-0.1,-0.1,34.6,17.653304363690285,-14.370413194263579,28.602857419824737,35.63361058817902,36.90025400775342
SL,2025-06-30,82.8,2.72,6.14,"Mullins, Cedric",656775,571578,,ball,,,,,13,Ball,R,L,L,TEX,BAL,B,,,1,1,2025,-0.24,0.04,-1.7427596034286021,1.0113100466603755,,,,1,6,Top,,,,,,,-9.786694813762486,-120.17356394507328,-5.298794309098373,-0.42717587416094843,22.98216934295134,-30.92459767759092,3.56398330879031,1.66397140262331,,,,83.4,2391,6.8,777292,543309,679822,543760,673962,608369,664059,680737,666969,53.72,,,,,,,,45,3,Slider,0,3,3,0,3,0,3,0,Infield shade,Standard,297,-0.001,0.055,,,,-0.055,,-3,3,0.148,0.852,35,30,36,31,3,2,7,1,5,1,3.3,-0.24,-0.24,36.4,,,,,
FF,2025-06-30,96.1,-2.03,5.07,"Merrill, Jackson",701538,554430,,foul,,,,,12,Foul,R,L,R,PHI,SD,S,,,1,1,2025,-0.68,1.21,0.4990166171008865,4.0620768649886285,,650333,,2,8,Top,,,,,,,8.38864734955935,-139.70710321512885,0.17508975946201477,-10.761516396595042,30.56508251875488,-16.520503201187257,3.51,1.61,238,78.6,27,97.7,2495,7.2,777306,592663,547180,681082,664761,607208,596146,669016,592206,53.3,,,,,,,,62,3,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,229,0.002,-0.056,58.7,6.2,,0.056,88.0,4,-4,0.978,0.02200000000000002,35,22,35,22,4,3,5,1,6,2,1.26,0.68,-0.68,21.8,10.556987608332205,4.921679110698179,28.12079823136878,29.94998074754445,18.295243596079477
FC,2025-06-30,91.6,-2.19,5.11,"Merrill, Jackson",701538,554430,,ball,,,,,14,Ball,R,L,R,PHI,SD,B,,,0,1,2025,0.22,0.72,1.9098055592126064,2.4888821572778976,,650333,,2,8,Top,,,,,,,10.05115076833427,-133.0829608899362,-2.366249507133652,0.6063271974434133,26.73029438845588,-23.26870684841799,3.56590691091154,1.64342076730622,,,,93.4,2583,7.3,777306,592663,547180,681082,664761,607208,596146,669016,592206,53.22,,,,,,,,62,2,Cutter,4,0,0,4,0,4,0,4,Standard,Standard,207,-0.001,0.015,,,,-0.015,,4,-4,0.979,0.02100000000000002,35,22,35,22,4,3,5,1,6,2,1.99,-0.22,0.22,23.7,,,,,
FC,2025-06-30,87.6,2.83,6.03,"Mullins, Cedric",656775,571578,,ball,,,,,13,Ball,R,L,L,TEX,BAL,B,,,0,1,2025,-0.23,0.59,-1.2097975137435746,1.6587144909901648,,,,1,6,Top,,,,,,,-9.308027150865811,-127.18968101978818,-5.644643204944619,-0.6295559312195503,26.179750505548814,-24.75013980281391,3.605186652855,1.74564310446432,,,,88,2371,6.7,777292,543309,679822,543760,673962,608369,664059,680737,666969,53.84,,,,,,,,45,2,Cutter,0,3,3,0,3,0,3,0,Infield shade,Standard,149,-0.001,0.029,,,,-0.029,,-3,3,0.149,0.851,35,30,36,31,3,2,7,1,5,1,2.39,-0.23,-0.23,30.8,,,,,
SI,2025-06-30,89.5,-1.31,5.56,"Realmuto, J.T.",592663,663362,single,hit_into_play,,,,,9,J.T. Realmuto singles on a line drive to right fielder Fernando Tatis Jr.,R,R,R,PHI,SD,X,9,line_drive,2,2,2025,-1.18,0.42,0.6619502475859591,1.8579876515915124,,,,2,5,Bot,170.08,87.39,,,,,7.422362117423461,-130.18578177647635,-4.061471960908424,-14.908268883551832,25.77231549431906,-26.800975012455112,3.7,1.73,230,94.5,12,90.5,1955,6.8,777306,553869,650333,630105,592518,593428,669369,701538,665487,53.7,0.939,0.896,0.9,1,1,0,4,43,6,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,228,0.003,0.362,67.6,7.6,1.101,-0.362,94.5,4,4,0.921,0.921,28,34,29,34,3,2,,1,,2,2.42,1.18,1.18,26.9,5.869290214980865,14.589373724705098,39.182373936958015,45.75871910332867,18.97594197562461
