pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SV,2025-04-19,80.8,-1.51,5.43,"Kreidler, Ryan",668952,607625,strikeout,swinging_strike,,,,,14,Ryan Kreidler strikes out swinging.,R,R,R,DET,KC,S,2,,3,2,2025,1.2,-0.54,1.1117894004290105,1.2900726838446341,,,,1,7,Bot,,,,,,,3.548174027863239,-117.65700844802515,-1.5998469617749813,10.532997874444748,20.94995259135937,-37.11302345586073,3.57,1.63,,,,80.4,2978,5.8,778265,666023,686469,686681,663697,677951,671221,664728,672580,54.65,,0,0,1,0,0,,54,8,Slurve,3,1,3,1,1,3,3,1,Standard,Standard,52,-0.01,-0.332,65.3,8.1,,0.332,,2,2,0.878,0.878,35,27,36,28,3,2,5,2,6,1,4.01,-1.2,-1.2,30.3,19.233529890725958,-3.258254634849802,40.26098875613097,49.85301996629997,30.982940226933383
FF,2025-04-19,95.6,1.44,5.73,"Stallings, Jacob",607732,669022,strikeout,called_strike,,,,,4,Jacob Stallings called out on strikes.,R,R,L,COL,WSH,S,2,,1,2,2025,0.4,1.32,-0.542071831656254,2.0362020242091647,,,696100,2,6,Bot,,,,,,,-6.2334947392674005,-139.10217591246337,-7.243044544181605,6.523450734932687,27.927171116261174,-13.61517889462703,3.30171298628884,1.40448459338317,,,,97.4,2261,7.1,778247,660688,663993,671277,677588,683083,695578,696285,686611,53.43,,0,0,1,0,0,,54,4,4-Seam Fastball,2,9,2,9,9,2,2,9,Standard,Standard,154,-0.002,-0.183,,,,0.183,,-7,-7,0.011,0.011,26,35,26,36,3,2,6,4,5,1,1.15,0.4,-0.4,48.3,,,,,
FF,2025-04-19,91.7,-1.37,5.54,"Kreidler, Ryan",668952,607625,,foul,,,,,1,Foul,R,R,R,DET,KC,S,,,3,2,2025,-0.34,1.18,-0.2776492209860963,3.2470708399333694,,,,1,7,Bot,,,,,,,3.4601643873076764,-133.54680923431314,-2.542757369707914,-4.791636092397386,26.601488206976203,-17.616614247427545,3.57,1.63,172,73.9,66,91.3,2320,5.9,778265,666023,686469,686681,663697,677951,671221,664728,672580,54.65,,,,,,,,54,7,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,211,0,0,66.9,7.2,,0,88.0,2,2,0.878,0.878,35,27,36,28,3,2,5,2,6,1,1.51,0.34,0.34,39.5,15.83134210201264,1.009299626362792,36.538868123790465,32.844064790894,23.553825991873786
CU,2025-04-19,80.9,1.39,5.58,"Stallings, Jacob",607732,669022,,swinging_strike_blocked,,,,,13,Swinging Strike (Blocked),R,R,L,COL,WSH,S,,,1,1,2025,-0.3,-0.87,-0.238099072549079,0.3289165622570165,,,696100,2,6,Bot,,,,,,,-3.0981030648278844,-117.95157901765265,-3.5543532865603122,-2.311552597882852,19.758919723601792,-39.9912853612906,3.34,1.57,,,,82.5,2415,7,778247,660688,663993,671277,677588,683083,695578,696285,686611,53.52,,,,,,,,54,3,Curveball,2,9,2,9,9,2,2,9,Standard,Standard,341,-0.001,-0.073,41.6,7.5,,0.073,,-7,-7,0.012,0.012,26,35,26,36,3,2,6,4,5,1,4.31,-0.3,0.3,54.1,21.771680910513794,-21.268299121964244,33.58705793382388,36.808644430894226,45.85155764404756
ST,2025-04-19,82.9,-2.46,5.38,"Martínez, Angel",682657,694973,strikeout,swinging_strike,,,,,13,Angel Martínez strikes out swinging.,R,L,R,PIT,CLE,S,2,,1,2,2025,0.79,0.39,-0.9483280812476739,2.331911709134335,,,,2,7,Top,,,,,,,1.9203498894933555,-120.7492170954927,-1.2489907452675877,7.2965624304525605,24.415583081036146,-28.32760157489978,3.27,1.48,,,,83.1,2374,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.06,,0,0,1,0,0,,48,5,Sweeper,0,2,2,0,2,0,2,0,Infield shade,Standard,104,0.006,-0.182,64.7,6.7,,0.182,,-2,2,0.215,0.785,23,23,23,23,3,2,5,1,6,1,2.93,-0.79,0.79,19.3,-8.76674656148728,15.126792182876525,31.573149144241103,45.33485665464183,19.467043288178594
SL,2025-04-19,87.7,-2.72,5.9,"Berti, Jon",542932,668678,field_out,hit_into_play,,,,,9,"Jon Berti grounds out, third baseman Eugenio Suárez to first baseman Josh Naylor.",R,R,R,CHC,AZ,X,5,ground_ball,2,1,2025,0.6,0.17,0.4904291349150919,2.1395135452310643,,,,2,6,Bot,99.65,172.81,,,,,6.602243796033983,-127.72119021729685,-3.3924494292533387,5.307742490643961,24.14436125416805,-29.87244443971738,3.45,1.63,2,54.3,-49,88.8,2445,6.7,778257,672515,647304,694374,553993,672695,664983,677950,682998,53.76,0.34,0.306,0,1,0,0,1,54,4,Slider,6,1,6,1,1,6,6,1,Standard,Standard,130,-0.001,-0.296,79.6,8.4,0.344,0.296,88.0,5,5,0.969,0.969,29,35,30,35,3,2,6,3,6,1,2.77,-0.6,-0.6,40.3,8.802076509174618,-5.439452210814882,28.219046190731664,43.32808640607726,30.836453760934095
FC,2025-04-19,87.1,-1.33,5.44,"Kreidler, Ryan",668952,607625,,foul,,,,,5,Foul,R,R,R,DET,KC,S,,,3,2,2025,0.23,0.34,0.008471439532946295,2.4947222153536646,,,,1,7,Bot,,,,,,,2.7491764884930863,-127.06658677533392,-1.7715816249637744,2.062328563334288,19.556765916695152,-28.351332716289594,3.57,1.63,212,70.4,44,87.6,2511,5.9,778265,666023,686469,686681,663697,677951,671221,664728,672580,54.57,,,,,,,,54,6,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,169,0,0,64.9,7.1,,0,88.0,2,2,0.878,0.878,35,27,36,28,3,2,5,2,6,1,2.59,-0.23,-0.23,31.2,0.3399690175365368,8.513965064897151,41.66773422270643,36.52194635700073,17.56329340433692
FS,2025-04-19,79.3,-0.21,5.53,"Kirk, Alejandro",672386,669302,single,hit_into_play,,,,,14,Alejandro Kirk singles on a line drive to left fielder Randy Arozarena. Andrés Giménez scores.,R,R,R,TOR,SEA,X,7,line_drive,1,2,2025,-0.22,0.3,0.32717305949552883,1.158645328320202,,665926,,2,5,Bot,60.66,106.28,,,,,1.6313612517198066,-115.29111516316425,-3.2459620089070036,-2.303533216396577,25.901670772725588,-29.034775771116863,3.01,1.45,219,97.1,14,80.1,714,7.4,778258,663728,642133,664238,810938,641487,668227,670042,670156,53.1,0.894,0.852,0.9,1,1,0,4,46,4,Split-Finger,1,2,1,2,2,2,2,2,Standard,Standard,279,0.155,0.754,66.8,7.9,1.057,-0.754,97.1,-1,-1,0.376,0.376,28,26,28,27,3,2,6,1,6,2,3.39,0.22,0.22,31.2,14.168911996317384,-17.22443273165056,34.42460516807433,40.74848999073512,42.120442600017675
FF,2025-04-19,94.4,-1.24,5.36,"Kreidler, Ryan",668952,607625,,ball,,,,,11,Ball,R,R,R,DET,KC,B,,,2,2,2025,-0.32,1.1,-0.30934469199625664,4.551654102020137,,,,1,7,Bot,,,,,,,3.1029225685455617,-137.50259207032747,1.0979433761243518,-4.663178330754262,28.720065665152433,-18.606722663357957,3.46724915227776,1.52596203087733,,,,94.2,2386,6,778265,666023,686469,686681,663697,677951,671221,664728,672580,54.54,,,,,,,,54,5,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,213,0.003,0.104,,,,-0.104,,2,2,0.875,0.875,35,27,36,28,3,2,5,2,6,1,1.44,0.32,0.32,36.0,,,,,
FF,2025-04-19,93.1,-2.7,5.98,"Berti, Jon",542932,668678,,ball,,,,,13,Ball,R,R,R,CHC,AZ,B,,,1,1,2025,-0.39,1.46,-1.1493280014300593,1.5725030210362045,,,,2,6,Bot,,,,,,,4.871938470803414,-135.26409556041307,-8.80148098563221,-5.895338084837187,29.590817163328953,-12.474043520722644,3.4876303506721,1.82746926561317,,,,93.8,2205,6.8,778257,672515,647304,694374,553993,672695,664983,677950,682998,53.73,,,,,,,,54,3,4-Seam Fastball,6,1,6,1,1,6,6,1,Standard,Standard,217,0,0.053,,,,-0.053,,5,5,0.969,0.969,29,35,30,35,3,2,6,3,6,1,1.18,0.39,0.39,46.3,,,,,
FF,2025-04-19,94.8,1.56,5.77,"Stallings, Jacob",607732,669022,,ball,,,,,12,Ball,R,R,L,COL,WSH,B,,,0,1,2025,0.34,1.21,0.18314789164295092,3.992588141519461,,,696100,2,6,Bot,,,,,,,-4.417378427301444,-138.1499841648526,-1.7915804511854425,5.2664194161577,26.978029376497624,-16.326275217690608,3.33131752518236,1.51523567666005,,,,96.5,2279,6.9,778247,660688,663993,671277,677588,683083,695578,696285,686611,53.61,,,,,,,,54,2,4-Seam Fastball,2,9,2,9,9,2,2,9,Standard,Standard,156,0,0.027,,,,-0.027,,-7,-7,0.012,0.012,26,35,26,36,3,2,6,4,5,1,1.29,0.34,-0.34,47.7,,,,,
FF,2025-04-19,97.2,-2.16,5.41,"Martínez, Angel",682657,694973,,foul,,,,,6,Foul,R,L,R,PIT,CLE,S,,,1,2,2025,-1.3,0.91,0.2938648095618501,2.169686828896088,,,,2,7,Top,,,,,,,9.565628842176396,-141.22115286433865,-5.276938260057365,-19.476366209226903,30.42899769621004,-18.899050224160366,3.27,1.48,,,,97.5,2270,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.05,,,,,,,,48,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,244,0,0,70.5,7.0,,0,,-2,2,0.215,0.785,23,23,23,23,3,2,5,1,6,1,1.5,1.3,-1.3,20.4,5.573634167528425,5.906599142433786,44.89510063261305,31.43080511783092,28.063034967654907
KC,2025-04-19,82.4,-2.81,5.85,"Berti, Jon",542932,668678,,ball,,,,,14,Ball,R,R,R,CHC,AZ,B,,,0,1,2025,0.6,-0.82,0.47893037299476576,1.162739412922642,,,,2,6,Bot,,,,,,,6.320297603424286,-119.84710486119292,-2.5448000034054594,4.583997858157542,22.58065850164499,-39.846957351637364,3.4483625088112,1.77399690728074,,,,82.7,2372,6.5,778257,672515,647304,694374,553993,672695,664983,677950,682998,54.04,,,,,,,,54,2,Knuckle Curve,6,1,6,1,1,6,6,1,Standard,Standard,46,0,0.027,,,,-0.027,,5,5,0.969,0.969,29,35,30,35,3,2,6,3,6,1,4.18,-0.6,-0.6,37.6,,,,,
SV,2025-04-19,79.6,-1.33,5.4,"Kreidler, Ryan",668952,607625,,foul,,,,,4,Foul,R,R,R,DET,KC,S,,,2,1,2025,1.05,-0.47,-0.5175215841061369,2.450720915984539,,,,1,7,Bot,,,,,,,-0.18462235286177758,-115.99148094604622,1.090148727079534,9.571526612828741,20.64096104907968,-36.8322315859444,3.57,1.63,4,67.8,-34,79.1,2946,5.8,778265,666023,686469,686681,663697,677951,671221,664728,672580,54.72,,,,,,,,54,4,Slurve,3,1,3,1,1,3,3,1,Standard,Standard,60,-0.002,-0.07,69.9,7.8,,0.07,88.0,2,2,0.877,0.877,35,27,36,28,3,2,5,2,6,1,4.04,-1.05,-1.05,34.3,29.462731219285285,-12.328700320555077,36.21511863292188,31.75473259541467,32.59000584748361
FF,2025-04-19,95.1,1.53,5.63,"Stallings, Jacob",607732,669022,,foul,,,,,1,Foul,R,R,L,COL,WSH,S,,,0,0,2025,0.17,1.19,-0.3506136084169892,3.4392307542412635,,,696100,2,6,Bot,,,,,,,-5.381667391160219,-138.41183066120655,-2.8102128097670502,3.3030420959598454,29.424478054834676,-16.418187078421457,3.34,1.57,205,73.5,54,96.5,2328,7,778247,660688,663993,671277,677588,683083,695578,696285,686611,53.55,,,,,,,,54,1,4-Seam Fastball,2,9,2,9,9,2,2,9,Standard,Standard,161,0,-0.042,63.0,6.4,,0.042,88.0,-7,-7,0.012,0.012,26,35,26,36,3,2,6,4,5,1,1.32,0.17,-0.17,48.4,12.325737375542666,14.217858475421288,23.21177169649486,33.5015864880511,20.315165148313238
FS,2025-04-19,82,-0.26,5.62,"Kirk, Alejandro",672386,669302,,foul,,,,,14,Foul,R,R,R,TOR,SEA,S,,,1,1,2025,-0.45,0.04,0.07097900388773593,0.9952653936230185,,665926,,2,5,Bot,,,,,,,1.6698862727434982,-119.43155993236692,-4.033833407500015,-4.607464217095728,23.997661760905416,-31.22443229719615,3.01,1.45,63,36.6,25,84,804,7.7,778258,663728,642133,664238,810938,641487,668227,670042,670156,52.82,,,,,,,,46,3,Split-Finger,1,2,1,2,2,1,1,2,Standard,Standard,283,-0.012,-0.056,72.6,8.1,,0.056,88.0,-1,-1,0.388,0.388,28,26,28,27,3,2,6,1,6,2,3.36,0.45,0.45,32.4,22.539779451186405,-13.369723387976693,29.911486912622223,40.085862351777244,43.5898856159361
FF,2025-04-19,96.7,-2.34,5.41,"Martínez, Angel",682657,694973,,ball,,,,,11,Ball,R,L,R,PIT,CLE,B,,,0,2,2025,-1.14,0.7,-0.5692525004231621,3.723963648800517,,,,2,7,Top,,,,,,,7.326154838951631,-140.7227127891176,-0.5856564106845982,-16.708863547751804,28.65250738413969,-22.88830023387603,3.240712431879,1.27421237112819,,,,97.3,2149,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.09,,,,,,,,48,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,247,-0.001,0.022,,,,-0.022,,-2,2,0.216,0.784,23,23,23,23,3,2,5,1,6,1,1.72,1.14,-1.14,23.1,,,,,
FF,2025-04-19,93.6,-2.66,5.98,"Berti, Jon",542932,668678,,called_strike,,,,,13,Called Strike,R,R,R,CHC,AZ,S,,,0,0,2025,-0.35,1.44,-0.8493126067831089,2.401761675792596,,,,2,6,Bot,,,,,,,5.479119013718853,-136.1051635936129,-6.697485885049943,-5.557671369565787,31.20059636282492,-13.046445618525338,3.32383422906754,1.62790872294337,,,,94.2,2305,6.8,778257,672515,647304,694374,553993,672695,664983,677950,682998,53.72,,,,,,,,54,1,4-Seam Fastball,6,1,6,1,1,6,6,1,Standard,Standard,216,0,-0.043,,,,0.043,,5,5,0.969,0.969,29,35,30,35,3,2,6,3,6,1,1.18,0.35,0.35,43.3,,,,,
SL,2025-04-19,83.7,-2.34,5.38,"Martínez, Angel",682657,694973,,foul,,,,,5,Foul,R,L,R,PIT,CLE,S,,,0,1,2025,0.34,0.49,0.1502589326813059,2.320165025247029,,,,2,7,Top,,,,,,,5.081671924691369,-121.84713157322578,-1.6505805361550143,2.417542673485222,22.783791527334383,-27.160634807749307,3.27,1.48,193,70,36,84.1,2333,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.11,,,,,,,,48,2,Slider,0,2,2,0,2,0,2,0,Infield shade,Standard,108,0.003,-0.057,70.1,8.4,,0.057,88.0,-2,2,0.213,0.787,23,23,23,23,3,2,5,1,6,1,2.75,-0.34,0.34,23.7,20.25713333287095,-37.652805413645076,31.67702912572067,32.780018937641415,52.72126565992024
KC,2025-04-19,89.3,-1.41,6.46,"Smith, Pavin",656976,676962,strikeout,swinging_strike,,,,,13,Pavin Smith strikes out swinging.,R,L,R,CHC,AZ,S,2,,1,2,2025,0.23,-0.33,-0.4318600899070727,1.0429853293394507,,682998,672695,2,4,Top,,,,,,,1.9490171177964934,-130.05940217998346,-6.705682467753709,2.237686489778843,26.688038789836334,-34.763663227696924,3.46,1.62,,,,90.3,2372,6.8,778257,665804,683737,663538,542932,621020,664023,691718,663656,53.69,,0,0,1,0,0,,38,4,Knuckle Curve,6,1,1,6,1,6,1,6,Standard,Standard,62,0.016,-0.191,37.6,6.6,,0.191,,5,-5,0.93,0.06999999999999995,25,29,26,29,3,2,7,1,7,1,3.18,-0.23,0.23,47.1,11.660329828687875,17.19383112528355,24.46382756300352,44.37767638206377,22.35629465829326
CU,2025-04-19,83.1,1.27,5.69,"Toglia, Michael",669911,669022,strikeout,swinging_strike_blocked,,,,,13,Michael Toglia strikes out swinging.,R,R,L,COL,WSH,S,2,,1,2,2025,-0.33,-0.99,-0.4943959958636579,-1.168535663702388,,,696100,1,6,Bot,,,,,,,-3.441162835020337,-120.94619194036089,-7.4303551337094484,-2.5744158368283565,22.477620136353508,-40.731868532936666,3.75,1.8,,,,84.4,2465,7,778247,660688,663993,671277,677588,683083,695578,696285,686611,53.49,,0,0,1,0,0,,53,6,Curveball,2,9,2,9,9,2,2,9,Standard,Standard,337,-0.004,-0.178,63.5,9.2,,0.178,,-7,-7,0.016,0.016,26,26,26,27,3,2,6,3,5,1,4.28,-0.33,0.33,54.9,36.2439759958791,-52.916646638904176,44.70346813286485,34.639686071743974,65.0628495119298
FS,2025-04-19,88,-1.07,5.43,"Kreidler, Ryan",668952,607625,,ball,,,,,14,Ball,R,R,R,DET,KC,B,,,1,1,2025,-0.72,0.76,1.0630194114958487,2.5116719316878275,,,,1,7,Bot,,,,,,,6.646602782562803,-128.00388598435617,-2.5683364377952005,-9.266033232625814,24.888725941720708,-23.488498349100514,3.57046014032702,1.55187072532285,,,,87.8,2309,6.1,778265,666023,686469,686681,663697,677951,671221,664728,672580,54.42,,,,,,,,54,3,Split-Finger,3,1,3,1,1,3,3,1,Standard,Standard,215,0.001,0.055,,,,-0.055,,2,2,0.876,0.876,35,27,36,28,3,2,5,2,6,1,2.17,0.72,0.72,29.4,,,,,
SL,2025-04-19,87.7,-0.37,5.52,"Kirk, Alejandro",672386,669302,,swinging_strike_blocked,,,,,14,Swinging Strike (Blocked),R,R,R,TOR,SEA,S,,,1,0,2025,0.09,0.11,1.2360912045007988,0.46245456991354983,,665926,,2,5,Bot,,,,,,,3.824608335172928,-127.41875942192473,-6.351370548788172,-0.008960096452858906,31.25338563007637,-29.668266761830207,3.01,1.45,,,,89.5,1856,7.9,778258,663728,642133,664238,810938,641487,668227,670042,670156,52.55,,,,,,,,46,2,Slider,1,2,1,2,2,1,1,2,Standard,Standard,45,-0.005,-0.044,35.5,6.8,,0.044,,-1,-1,0.393,0.393,28,26,28,27,3,2,6,1,6,2,2.91,-0.09,-0.09,37.3,3.687879892985671,10.520182680954706,28.46484914402863,52.15803718597821,29.376781066751242
SL,2025-04-19,85.6,0.59,6.37,"Azocar, José",640492,669461,single,hit_into_play,,,,,8,José Azocar singles on a ground ball to right fielder Lars Nootbaar.,R,R,L,NYM,STL,X,9,ground_ball,2,2,2025,-0.49,-0.28,-0.18991458012883228,2.102955376458789,,,,2,7,Bot,160.94,112.66,,,,,-0.8507105023694305,-124.69370236921723,-3.2979862013902936,-4.934729596111008,23.711378461994855,-34.64147485090497,3.29,1.59,84,101,3,86.1,2843,6.4,778256,650968,575929,669357,571448,695336,680977,687363,663457,54.07,0.499,0.449,0.9,1,1,0,4,53,7,Slider,2,0,2,0,0,2,2,0,Standard,Standard,285,0.007,0.362,67.4,6.5,0.534,-0.362,101.0,2,2,0.867,0.867,25,29,26,29,3,2,6,,6,3,3.37,-0.49,0.49,45.5,-6.04169715147929,14.037515048655504,45.50833188224722,33.1288508409835,21.936686291040978
SL,2025-04-19,88.1,-2.85,5.8,"Amaya, Miguel",665804,668678,strikeout,foul_tip,,,,,14,Miguel Amaya strikes out on a foul tip.,R,R,R,CHC,AZ,S,2,,1,2,2025,0.46,0.36,0.9901414798588082,1.4970139098672832,,,,1,6,Bot,,,,,,,8.45088911116449,-128.1348708921632,-5.201014654534999,3.587341521938909,23.51930960791693,-27.38101539264945,3.32,1.61,,,,89.3,2397,6.8,778257,672515,647304,694374,553993,672695,664983,677950,682998,53.7,,0,0,1,0,0,,53,4,Slider,6,1,6,1,1,6,6,1,Standard,Standard,167,-0.001,-0.18,60.5,7.8,,0.18,,5,5,0.97,0.97,29,26,30,26,3,2,6,4,6,3,2.55,-0.46,-0.46,35.5,5.406447535574746,-3.7026816954543005,27.33062128790213,49.3620954456419,29.17411462392785
SL,2025-04-19,87.5,-0.58,5.6,"Kirk, Alejandro",672386,669302,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,TOR,SEA,B,,,0,0,2025,-0.01,-0.02,1.2801985261174984,0.1755174938630395,,665926,,2,5,Bot,,,,,,,4.618861634348734,-127.13046426921024,-6.8784397826660015,-1.314570839120653,32.07892472256246,-30.938195820590447,3.01000121760497,1.37609800444649,,,,88.6,1948,7.6,778258,663728,642133,664238,810938,641487,668227,670042,670156,52.91,,,,,,,,46,1,Slider,1,2,1,2,2,1,1,2,Standard,Standard,48,0.002,0.019,,,,-0.019,,-1,-1,0.391,0.391,28,26,28,27,3,2,6,1,6,2,3.07,0.01,0.01,35.1,,,,,
