pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2026-03-30,70.8,-1.67,5.53,"Jung, Josh",673962,605135,strikeout,swinging_strike,,,,,9,Josh Jung strikes out swinging.,R,R,R,BAL,TEX,S,2,,0,2,2026,1.57,-0.99,0.3812603436915435,1.6598824084399153,,,669701,0,5,Top,,,,,,,1.2792896102465618,-102.92464186795095,2.1018107112364466,10.715864977467984,20.291556807172558,-39.74953150650778,3.26300853,1.646751969,,,,70.4,2316,6.4,824863,668939,624413,677942,691723,683002,621493,681297,687637,54.08,,0,0,1,0,0,,40,3,Curveball,1,4,4,1,4,1,4,1,Standard,Standard,50,0.011,-0.148,71.3,7.8,,0.148,,-3,3,0.152,0.848,37,28,37,28,3,2,,1,,,5.61,-1.57,-1.57,32.6,28.93069635559344,-26.923783328937617,34.358951694824285,33.26557471176291,57.11823784486134
FS,2026-03-30,85.3,-1.84,6.56,"García Jr., Luis",671277,592836,field_out,hit_into_play,,,,,4,Luis García Jr. lines out to center fielder Brandon Marsh.,R,L,R,PHI,WSH,X,8,line_drive,2,2,2026,-0.88,0.2,-0.5805302295293163,2.2579161678134,,695578,,1,5,Top,123.51,76.95,,,,,4.7140919321805725,-124.11067495147476,-3.972385695655502,-10.073673980678134,24.83872545997541,-29.50624810825281,3.248088911,1.639222441,304,96.1,15,85,1192,6.1,823484,665561,547180,624641,664761,607208,805249,669016,666969,54.42,0.849,0.803,0,1,0,0,4,43,6,Split-Finger,0,7,7,0,7,0,7,0,Standard,Standard,228,0.003,-0.213,,,1.012,0.213,96.1,-7,7,0.02,0.98,33,26,34,26,4,3,,1,,,2.93,0.88,-0.88,43.0,,,,,
CU,2026-03-30,69.6,-1.52,5.6,"Jung, Josh",673962,605135,,swinging_strike,,,,,14,Swinging Strike,R,R,R,BAL,TEX,S,,,0,1,2026,1.47,-1,1.1767866963553044,1.2721165852867538,,,669701,0,5,Top,,,,,,,2.659820959919862,-101.17512131926813,1.5484252608280198,9.356839485531387,20.281370348995324,-39.519232277821374,3.26300853,1.646751969,,,,69,2291,6.4,824863,668939,624413,677942,691723,683002,621493,681297,687637,54.11,,,,,,,,40,2,Curveball,1,4,4,1,4,1,4,1,Standard,Standard,57,0.004,-0.053,62.4,8.1,,0.053,,-3,3,0.148,0.852,37,28,37,28,3,2,,1,,,5.81,-1.47,-1.47,33.9,27.643382503226714,-37.49245904359654,32.276309854024184,44.357750562305,58.62055712081272
CU,2026-03-30,73.3,-1.85,6.67,"García Jr., Luis",671277,592836,,foul,,,,,7,Foul,R,L,R,PHI,WSH,S,,,2,2,2026,0.45,-0.89,-0.49651671320608315,1.9566784863775268,,695578,,1,5,Top,,,,,,,1.9068618487663986,-106.79505881905564,-0.3375323371566661,3.058449086986425,19.783720246877515,-39.123888595081965,3.248088911,1.639222441,52,61.9,4,72.6,2283,5.9,823484,665561,547180,624641,664761,607208,805249,669016,666969,54.61,,,,,,,,43,5,Curveball,0,7,7,0,7,0,7,0,Standard,Standard,46,0,0,69.8,7.7,,0,88.0,-7,7,0.02,0.98,33,26,34,26,4,3,,1,,,5.15,-0.45,0.45,48.0,15.922291339099859,-14.1702824216732,30.050589170673224,40.93357996936316,44.16988968245991
SI,2026-03-30,90.6,-1.82,5.27,"Jung, Josh",673962,605135,,foul,,,,,2,Foul,R,R,R,BAL,TEX,S,,,0,0,2026,-1.17,0.42,-0.11887233378886242,3.186878546966441,,,669701,0,5,Top,,,,,,,6.718899614417733,-131.82423567636351,-0.01697615828075305,-15.065230222649403,27.781028002850913,-27.43533624373515,3.26300853,1.646751969,203,76.6,21,90.5,2107,6.2,824863,668939,624413,677942,691723,683002,621493,681297,687637,54.27,,,,,,,,40,1,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,232,0.003,-0.043,67.6,6.0,,0.043,88.0,-3,3,0.145,0.855,37,28,37,28,3,2,,1,,,2.35,1.17,1.17,25.4,-3.253165088681805,31.351816992023746,32.47191074665111,34.023529217211355,16.442307497634385
SI,2026-03-30,90,-1.94,5.27,"Smith, Josh",669701,605135,walk,ball,,,,,11,Josh Smith walks.,R,L,R,BAL,TEX,B,,,3,1,2026,-1.38,0.43,-0.7215341637540076,3.3361512833284355,,,,0,5,Top,,,,,,,5.965304570597955,-130.9402483210881,0.42723301146205694,-17.172596730567495,27.53537055564878,-27.586337332614757,3.068175853,1.548425197,,,,90,2091,6.3,824863,668939,624413,677942,691723,683002,621493,681297,687637,54.18,,0.709799,0.7,1,0,0,,39,5,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,240,-0.011,0.262,,,,-0.262,,-3,3,0.156,0.844,37,28,37,29,3,2,,2,,,2.39,1.38,-1.38,24.3,,,,,
CU,2026-03-30,74.4,-1.74,6.62,"García Jr., Luis",671277,592836,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,PHI,WSH,B,,,1,2,2026,1,-0.69,0.814221097305616,0.45834053520056806,,695578,,1,5,Top,,,,,,,3.3699278282940415,-108.3016032357349,-3.878625093327243,7.283642944830135,19.32018770811855,-37.092790535755185,3.248088911,1.639222441,,,,74,2232,6,823484,665561,547180,624641,664761,607208,805249,669016,666969,54.46,,,,,,,,43,4,Curveball,0,7,7,0,7,0,7,0,Standard,Standard,46,-0.001,0.026,,,,-0.026,,-7,7,0.021,0.979,33,26,34,26,4,3,,1,,,4.81,-1,1,47.1,,,,,
CU,2026-03-30,69.9,-1.85,5.51,"Smith, Josh",669701,605135,,ball,,,,,11,Ball,R,L,R,BAL,TEX,B,,,2,1,2026,1.67,-0.8,-1.0924903006923408,2.6225132903668067,,,,0,5,Top,,,,,,,-1.3702633428654416,-101.56875777602852,3.8312547689396457,11.675554664925125,19.14640014116136,-38.60257482541057,3.068175853,1.548425197,,,,69.6,2288,6.5,824863,668939,624413,677942,691723,683002,621493,681297,687637,54.01,,,,,,,,39,4,Curveball,1,4,4,1,4,1,4,1,Infield shade,Standard,54,-0.006,0.134,,,,-0.134,,-3,3,0.162,0.838,37,28,37,29,3,2,,2,,,5.53,-1.67,1.67,32.7,,,,,
FS,2026-03-30,86,-1.92,6.49,"García Jr., Luis",671277,592836,,foul,,,,,9,Foul,R,L,R,PHI,WSH,S,,,1,1,2026,-1,-0.04,0.43868071153401056,1.5889475745744797,,695578,,1,5,Top,,,,,,,7.553591996674675,-124.98177283414073,-5.011137044018686,-12.031113044397841,24.311985454569438,-31.816057258125593,3.248088911,1.639222441,,,,85.6,1344,6.1,823484,665561,547180,624641,664761,607208,805249,669016,666969,54.45,,,,,,,,43,3,Split-Finger,0,7,7,0,7,0,7,0,Standard,Standard,230,0.001,-0.061,70.7,7.4,,0.061,,-7,7,0.02,0.98,33,26,34,26,4,3,,1,,,3.12,1,-1,41.7,13.402474989638057,-8.828527953036351,38.018490877148004,27.748414105553074,31.2756790266535
KC,2026-03-30,81.1,-1.37,5.51,"Yoshida, Masataka",807799,621121,strikeout,foul_tip,,,,,14,Masataka Yoshida strikes out on a foul tip.,R,L,R,HOU,BOS,S,2,,3,2,2026,1.1,-1.03,0.12838952661937153,0.917394491109147,575929,677800,,2,7,Top,,,,,,,1.1654812564200465,-117.96161975980414,-1.264035742922497,9.902945590231973,26.20994973984436,-41.655857625932136,3.021661745,1.524950787,,,,80.5,2784,6.3,824214,673237,572233,514888,670623,621043,694728,676694,701358,54.2,,0,0,1,0,0,,52,8,Knuckle Curve,5,1,1,5,1,5,1,5,Infield shade,Standard,57,0.038,-0.248,63.1,8.9,,0.248,,4,-4,0.933,0.06699999999999995,32,32,33,33,3,0,,1,,,4.55,-1.1,1.1,37.3,23.63026327930392,-39.97526699693268,35.703250874441395,34.27277322005597,51.455120140909926
