pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2025-08-25,95.1,-0.82,6.04,"Albies, Ozzie",645277,665795,field_out,hit_into_play,,,,,14,Ozzie Albies lines out to right fielder Joey Wiemer.,R,L,R,MIA,ATL,X,9,line_drive,1,2,2025,-1.31,0.65,0.14405414768668678,0.4858790531057129,,,,2,7,Top,177.9,103.84,,,,,5.5043402900531815,-138.0513301628632,-10.399260836097856,-17.999158562815584,31.204151123889392,-21.743830432859497,3.19,1.53,274,91.1,17,95.6,1917,6.8,776600,682663,689414,669364,691185,672640,687859,805300,686894,53.75,0.734,0.691,0,1,0,0,4,45,4,Changeup,1,0,0,1,0,1,0,1,Infield shade,Standard,235,0.015,-0.182,57.4,7.9,0.865,0.182,91.1,1,-1,0.774,0.22599999999999998,27,28,27,28,3,2,6,1,5,1,1.89,1.31,-1.31,39.1,11.852246335865269,-7.760030358619511,49.2820106697352,31.40555623419155,34.98620285917808
SL,2025-08-25,88.8,-2.4,5.67,"Smith, Will",669257,668881,walk,ball,,,,,14,Will Smith walks.,R,R,R,LAD,CIN,B,,,3,1,2025,0.41,0.14,0.8931459556564689,1.6905139120594956,,518692,,0,6,Bot,,,,,,,7.2373350957380636,-129.2770231737987,-4.0515184454347075,3.2597083624931433,24.738599162359595,-29.956976154065078,3.52955078798596,1.65204141050044,,,,89.5,2438,6.5,776594,624431,668715,680574,663647,682829,669720,670770,682622,53.99,,0.691497,0.7,1,0,0,,43,5,Slider,3,0,3,0,0,3,3,0,Standard,Standard,117,0.004,0.17,,,,-0.17,,3,3,0.935,0.935,25,30,26,30,3,2,6,2,7,1,2.73,-0.41,-0.41,30.6,,,,,
SI,2025-08-25,98.5,1.44,6.39,"Langeliers, Shea",669127,669373,home_run,hit_into_play,,,,,4,Shea Langeliers hits a grand slam (29) to left center field. Darell Hernaiz scores. Tyler Soderstrom scores. Brett Harris scores.,R,R,L,ATH,DET,X,,fly_ball,2,1,2025,0.99,1.15,-0.39401455562872,2.437912581778387,687231,691016,695391,2,7,Bot,43.94,35.41,,,,,-7.264741778038681,-143.16453200634155,-7.973410821323554,15.218642026454713,31.20742463448786,-14.70166984239179,3.29,1.5,450,110.5,27,98.8,2372,6.4,776590,693307,679529,650402,628451,656716,682985,672761,681481,54.12,1,2,2,1,0,3,6,61,4,Sinker,2,3,2,3,3,6,6,3,Infield shade,Standard,161,0.496,1.118,77.3,6.9,4,-1.118,110.5,-1,-1,0.435,0.435,28,27,29,28,4,3,6,1,6,1,1.19,0.99,-0.99,52.8,12.0966195006794,-6.434854392202769,28.463383440904167,33.7449840944188,33.713000567303325
CU,2025-08-25,85,-0.73,6.22,"Albies, Ozzie",645277,665795,,foul,,,,,14,Foul,R,L,R,MIA,ATL,S,,,1,1,2025,0.55,-1.12,0.04034193901030486,0.2496589919411365,,,,2,7,Top,,,,,,,0.7226835453464081,-123.66979228721627,-5.365433186849997,5.375615601031117,27.92747114924505,-42.5564898807497,3.19,1.53,,,,84.9,2614,6.6,776600,682663,689414,669364,691185,672640,687859,805300,686894,53.94,,,,,,,,45,3,Curveball,1,0,0,1,0,1,0,1,Infield shade,Standard,29,0.005,-0.062,63.3,7.9,,0.062,,1,-1,0.769,0.23099999999999998,27,28,27,28,3,2,6,1,5,1,4.31,-0.55,0.55,41.4,23.333178737462976,-10.634193416624301,44.94568118969974,33.01637311258477,45.01029879837307
CH,2025-08-25,80.8,-2.08,6.31,"Díaz, Yandy",650490,676440,home_run,hit_into_play,,,,,8,Yandy Díaz homers (22) on a fly ball to left center field.,R,R,R,CLE,TB,X,,fly_ball,1,1,2025,-1.02,1.11,-0.1493723779385916,2.0338913108736616,,,,0,7,Top,49.69,63.57,,,,,6.271223815991497,-117.54058729917513,-5.085779285068104,-10.576225318078496,19.15811076010553,-21.097375278518243,3.55,1.62,384,102.9,35,81.6,1963,6.5,776601,666310,467793,677587,608070,672356,680757,682657,666134,53.95,0.532,1.0642307692307693,2,1,0,3,6,49,3,Changeup,0,4,4,0,5,0,5,0,Strategic,Standard,208,-0.027,1.123,77.9,8.4,2.095,-1.123,102.9,-4,4,0.059,0.9410000000000001,26,33,26,34,4,3,6,1,6,1,2.34,1.02,1.02,61.3,10.462285548524582,-18.808767708080115,27.04388942646478,33.46360139729858,47.29191488964369
CH,2025-08-25,89.5,2.15,6.05,"Langeliers, Shea",669127,669373,,ball,,,,,13,Ball,R,R,L,ATH,DET,B,,,1,1,2025,1.22,0.34,-1.0229964152772664,1.9005079484388578,687231,691016,695391,2,7,Bot,,,,,,,-10.374341082665115,-129.80407907514973,-4.898699091713663,16.012278660595857,27.565093596036075,-27.400689324346,3.10337556225519,1.34441328971658,,,,89.2,1780,6.3,776590,693307,679529,650402,628451,656716,682985,672761,681481,54.18,,,,,,,,61,3,Changeup,2,3,2,3,3,2,2,3,Infield shade,Standard,126,0.029,0.034,,,,-0.034,,-1,-1,0.406,0.406,28,27,29,28,4,3,6,1,6,1,2.52,1.22,-1.22,41.3,,,,,
FF,2025-08-25,99.1,-2.45,5.63,"Smith, Will",669257,668881,,called_strike,,,,,2,Called Strike,R,R,R,LAD,CIN,S,,,3,0,2025,-0.93,1.17,0.22084823522740316,3.022300822214396,,518692,,0,6,Bot,,,,,,,9.55352023367204,-144.04440241388045,-4.457337323442086,-15.173472280406541,33.15642393449334,-14.992882492292962,3.41999877813019,1.64609702079655,,,,99.8,2448,6.7,776594,624431,668715,680574,663647,682829,669720,670770,682622,53.77,,,,,,,,43,4,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,224,-0.002,-0.075,,,,0.075,,3,3,0.937,0.937,25,30,26,30,3,2,6,2,7,1,1.15,0.93,0.93,26.8,,,,,
SL,2025-08-25,87.4,-1.1,5.8,"Albies, Ozzie",645277,665795,,swinging_strike,,,,,7,Swinging Strike,R,L,R,MIA,ATL,S,,,1,0,2025,0.34,-0.45,-0.6620586364534149,1.5603361729679657,,,,2,7,Top,,,,,,,0.35586604008906386,-127.40840080471115,-3.1892543395199877,3.6538539791489626,25.226647724429295,-36.68320785851341,3.19,1.53,,,,88.2,2610,6.6,776600,682663,689414,669364,691185,672640,687859,805300,686894,53.9,,,,,,,,45,2,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,73,0.003,-0.054,70.2,7.8,,0.054,,1,-1,0.766,0.23399999999999999,27,28,27,28,3,2,6,1,5,1,3.42,-0.34,0.34,30.9,21.748433242560214,-10.178424208474427,34.65460591251964,41.773412656986515,43.50530795842917
FF,2025-08-25,91.8,-2.01,6.52,"Díaz, Yandy",650490,676440,,called_strike,,,,,1,Called Strike,R,R,R,CLE,TB,S,,,1,0,2025,-0.67,1.03,-0.4442442210795583,3.3452003598073583,,,,0,7,Top,,,,,,,5.4341502624203875,-133.62180681768035,-4.502217422071596,-9.066272827292183,25.06450409072905,-19.075606412480237,3.55537237453758,1.59342225573982,,,,92.7,1924,6.5,776601,666310,467793,677587,608070,672356,680757,682657,666134,53.98,,,,,,,,49,2,4-Seam Fastball,0,4,4,0,4,0,4,0,Strategic,Standard,205,0.001,-0.05,,,,0.05,,-4,4,0.058,0.942,26,33,26,34,4,3,6,1,6,1,1.65,0.67,0.67,60.0,,,,,
CH,2025-08-25,91.4,2.04,6.1,"Langeliers, Shea",669127,669373,,ball,,,,,14,Ball,R,R,L,ATH,DET,B,,,0,1,2025,1.45,0.46,1.054111776800389,1.2101720885369616,687231,691016,695391,2,7,Bot,,,,,,,-5.5994294044272,-132.78038300334129,-7.379016404379181,18.36134104446498,29.676078594478668,-25.317801164542413,3.1655920018064,1.37553740207664,,,,91.2,1890,6.4,776590,693307,679529,650402,628451,656716,682985,672761,681481,54.14,,,,,,,,61,2,Changeup,2,3,2,3,3,2,2,3,Infield shade,Standard,136,0.016,0.031,,,,-0.031,,-1,-1,0.39,0.39,28,27,29,28,4,3,6,1,6,1,2.29,1.45,-1.45,43.7,,,,,
