pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-08-13,92.5,-2.54,4.67,"McMahon, Ryan",641857,657746,field_out,hit_into_play,,,,,8,"Ryan McMahon grounds out, first baseman Kody Clemens to pitcher Joe Ryan. Anthony Volpe to 3rd.",R,L,R,NYY,MIN,X,3,ground_ball,3,2,2025,-0.83,1,0.1295727912935154,2.080500547925457,,683011,,1,7,Bot,158.91,163.34,,,,,8.675125506950705,-134.44114798876876,-3.0061443350067574,-11.935684278142743,28.342444408649364,-19.57855866528417,3.55,1.6,7,98.5,-16,93.3,2118,6.7,776760,680777,665019,807712,668904,686797,702176,621439,670242,53.75,0.137,0.126,0,1,0,0,2,55,6,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,221,-0.046,-0.279,75.2,7.6,0.156,0.279,98.5,-3,-3,0.153,0.153,29,30,29,31,3,2,5,1,6,2,1.66,0.83,-0.83,22.8,13.539996644671644,3.2614423836681343,37.57912903135963,40.32874015213953,23.74179598336029
FF,2025-08-13,91.9,-2.58,4.71,"McMahon, Ryan",641857,657746,,foul,,,,,1,Foul,R,L,R,NYY,MIN,S,,,3,1,2025,-1.03,1.23,-0.32966478887126716,2.965319128164933,,683011,,1,7,Bot,,,,,,,8.006937013485068,-133.6068885322607,-1.2183343304866687,-14.152794292652356,30.029651151429412,-17.427905778763645,3.55,1.6,,,,92.5,2381,6.8,776760,680777,665019,807712,668904,686797,702176,621439,670242,53.69,,,,,,,,55,5,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,226,-0.011,-0.068,74.1,7.4,,0.068,,-3,-3,0.164,0.164,29,30,29,31,3,2,5,1,6,2,1.48,1.03,-1.03,28.6,13.255755677178135,2.8035966570975277,27.13080364185716,45.079477764323784,22.011263255263227
FC,2025-08-13,90.8,-1.41,6.75,"Koss, Christian",683766,601713,sac_fly,hit_into_play,,,,,8,Christian Koss out on a sacrifice fly to center fielder Jackson Merrill. Jung Hoo Lee scores.,R,R,R,SF,SD,X,8,line_drive,1,0,2025,0,1.08,-0.1839598658648425,2.266881226600063,808982,,,1,7,Bot,104.22,64.58,,,,,3.1016876458103133,-132.23569805482956,-7.824793965756842,-0.510526930082975,22.713831216940676,-18.090662774226626,3.65,1.67,337,95.5,22,92.5,2431,6.8,776749,553869,656811,630105,592518,593428,657656,701538,669369,53.69,,0.268,0,1,0,0,3,63,2,Cutter,0,11,0,11,11,1,1,11,Standard,Standard,182,0,-0.151,72.4,7.1,,0.151,95.5,-11,-11,0.001,0.001,32,27,32,27,3,2,5,2,6,2,1.63,0,0,55.0,11.890525286467836,-3.412244276189398,29.05200434812148,36.59074104356309,30.08187619129484
SI,2025-08-13,93.2,-2.73,4.69,"McMahon, Ryan",641857,657746,,ball,,,,,11,Ball,R,L,R,NYY,MIN,B,,,2,1,2025,-1.53,0.65,-1.9630631372153364,3.0024689278669987,,683011,,1,7,Bot,,,,,,,5.371241880478218,-135.62555706947253,0.010315647507464498,-20.044509135127075,29.423659641591012,-24.365028746693586,3.64609197737332,1.70772158828539,,,,94,2257,6.8,776760,680777,665019,807712,668904,686797,702176,621439,670242,53.75,,,,,,,,55,4,Sinker,1,4,1,4,4,1,1,4,Infield shade,Standard,228,0.014,0.071,,,,-0.071,,-3,-3,0.15,0.15,29,30,29,31,3,2,5,1,6,2,1.97,1.53,-1.53,21.1,,,,,
ST,2025-08-13,81.7,-1.47,6.74,"Koss, Christian",683766,601713,,ball,,,,,12,Ball,R,R,R,SF,SD,B,,,0,0,2025,1.01,0.63,0.4213721164259613,3.9583253154009177,808982,,,1,7,Bot,,,,,,,2.325266171533001,-118.99083085159991,-0.8988805108630469,9.085588562891424,23.95301508847226,-26.226161009398727,3.55088384838002,1.67552049256233,,,,82.2,2425,6.7,776749,553869,656811,630105,592518,593428,657656,701538,669369,53.84,,,,,,,,63,1,Sweeper,0,11,0,11,11,0,0,11,Standard,Standard,80,0,0.026,,,,-0.026,,-11,-11,0.001,0.001,32,27,32,27,3,2,5,2,6,2,2.79,-1.01,-1.01,52.2,,,,,
FF,2025-08-13,92.6,-2.61,4.7,"McMahon, Ryan",641857,657746,,called_strike,,,,,1,Called Strike,R,L,R,NYY,MIN,S,,,2,0,2025,-1.04,1.24,-0.7990595465047434,3.2631160626058033,,683011,,1,7,Bot,,,,,,,6.929444322213475,-134.69699351181328,-0.5338517062682988,-14.137709480445858,30.809509743960426,-17.240191690834834,3.63650637205505,1.69810725378115,,,,93.1,2405,6.7,776760,680777,665019,807712,668904,686797,702176,621439,670242,53.79,,,,,,,,55,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,227,-0.009,-0.058,,,,0.058,,-3,-3,0.159,0.159,29,30,29,31,3,2,5,1,6,2,1.43,1.04,-1.04,22.4,,,,,
CH,2025-08-13,88.4,-1.79,5.44,"Thomas, Alek",677950,518876,field_out,hit_into_play,,,,,13,"Alek Thomas grounds out, second baseman Marcus Semien to first baseman Jake Burger.",R,L,R,TEX,AZ,X,4,ground_ball,1,2,2025,-1.27,0.02,-1.0506262743914752,1.6042966514575472,,,,2,6,Top,149.87,151.72,,,,,4.42212156187135,-128.5376261916375,-3.2162734111577147,-14.99643068508571,29.56730514397578,-31.476527490126486,3.32,1.44,21,76.3,-3,87.5,2090,6,776746,641680,669394,543760,673962,608369,669701,694497,677649,54.47,0.142,0.128,0,1,0,0,2,48,7,Changeup,3,2,2,3,2,3,2,3,Infield shade,Standard,243,0.012,-0.182,72.3,7.7,0.145,0.182,88.0,1,-1,0.728,0.272,36,25,37,25,3,2,5,1,6,1,2.93,1.27,-1.27,26.6,13.991734732867611,-4.426253554388525,29.85225370971123,47.90851834007104,40.991891584919756
FC,2025-08-13,90.4,-1.26,6.76,"Lee, Jung Hoo",808982,601713,triple,hit_into_play,,,,,2,Jung Hoo Lee triples (10) on a sharp fly ball to right fielder Bryce Johnson.,R,L,R,SF,SD,X,9,fly_ball,2,0,2025,0.06,1.2,-0.027426103073385406,2.77716068429873,,,,1,7,Bot,175.87,54.94,,,,,2.96135380744832,-131.58090666199197,-6.59747989916615,0.12436909354938089,27.870118188194997,-17.035997538195936,3.35,1.48,376,104.2,23,91,2192,6.7,776749,553869,656811,630105,592518,593428,657656,701538,669369,53.84,0.614,1.1049512195121953,1.6,1,1,2,6,62,3,Cutter,0,11,0,11,11,0,0,11,Infield shade,Standard,184,0,0.964,72.7,7.5,2.095,-0.964,104.2,-11,-11,0.001,0.001,32,26,32,27,3,2,5,1,6,2,1.59,-0.06,0.06,55.1,8.08816858380293,-4.874315290171162,37.68725180436956,30.613421974593372,32.45369271363376
FF,2025-08-13,94.1,-2.51,4.67,"McMahon, Ryan",641857,657746,,ball,,,,,12,Ball,R,L,R,NYY,MIN,B,,,1,0,2025,-0.99,1.27,0.9475820854399135,3.765170156698088,,683011,,1,7,Bot,,,,,,,11.205516758622498,-136.62779921155456,0.5928678939013117,-14.90540211305225,31.434120794743464,-16.652005555666264,3.58865583131976,1.65053214901078,,,,94.3,2483,6.6,776760,680777,665019,807712,668904,686797,702176,621439,670242,53.85,,,,,,,,55,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,222,0.009,0.046,,,,-0.046,,-3,-3,0.15,0.15,29,30,29,31,3,2,5,1,6,2,1.32,0.99,-0.99,24.8,,,,,
KC,2025-08-13,81.1,-2.97,5.91,"Carter, Evan",694497,668678,field_out,hit_into_play,,,,,13,Evan Carter flies out to center fielder Alek Thomas.,R,L,R,TEX,AZ,X,8,fly_ball,1,1,2025,0.53,-1.25,-0.9021944207783867,2.1918593856387236,543760,,592626,2,5,Bot,120.64,88.69,,,,,3.611574711835913,-117.96285021153045,0.7707833860174766,4.212152087905324,24.26988079547562,-44.20661969883732,3.58,1.63,276,78.2,29,80.9,2453,6.4,776746,543510,682988,606466,677942,672695,664983,677950,682998,54.11,0.228,0.208,0,1,0,0,3,45,3,Knuckle Curve,3,2,3,2,2,3,3,2,Infield shade,Standard,35,-0.046,-0.244,66.1,7.6,0.276,0.244,88.0,1,1,0.706,0.706,29,22,30,23,3,2,5,12,5,2,4.75,-0.53,0.53,50.8,14.033984751953069,-0.8630852357132219,27.33096407524159,43.2995948767932,31.665067169389495
FF,2025-08-13,93.4,-0.99,6.81,"Lee, Jung Hoo",808982,601713,,ball,,,,,12,Ball,R,L,R,SF,SD,B,,,1,0,2025,-0.25,1.76,0.3222267325506662,4.764792292420882,,,,1,7,Bot,,,,,,,3.962991564538176,-135.85426682830226,-3.3669863397333004,-3.9773278068357443,31.85220854952828,-9.934059820649347,3.43981633429645,1.59699901248449,,,,94,2396,6.8,776749,553869,656811,630105,592518,593428,657656,701538,669369,53.67,,,,,,,,62,2,4-Seam Fastball,0,11,0,11,11,0,0,11,Infield shade,Standard,196,0,0.071,,,,-0.071,,-11,-11,0.001,0.001,32,26,32,27,3,2,5,1,6,2,0.87,0.25,-0.25,57.9,,,,,
CH,2025-08-13,88.3,-1.83,5.47,"Thomas, Alek",677950,518876,,foul,,,,,13,Foul,R,L,R,TEX,AZ,S,,,1,2,2025,-1.37,-0.18,-0.9215732293792913,0.9936393964241796,,,,2,6,Top,,,,,,,5.0224728988731115,-128.34724787508534,-4.333908618366124,-16.155713914107224,28.931993856518197,-33.438119011691285,3.32,1.44,3,66.4,-11,87.5,2190,6.1,776746,641680,669394,543760,673962,608369,669701,694497,677649,54.44,,,,,,,,48,6,Changeup,3,2,2,3,2,3,2,3,Infield shade,Standard,241,0,0,38.0,6.6,,0,88.0,1,-1,0.728,0.272,36,25,37,25,3,2,5,1,6,1,3.14,1.37,-1.37,28.1,-8.52523285621827,25.012455369325217,35.190439727438026,46.2963325677688,10.905882911667629
FC,2025-08-13,90.9,-1.46,6.77,"Lee, Jung Hoo",808982,601713,,ball,,,,,11,Ball,R,L,R,SF,SD,B,,,0,0,2025,-0.21,1.21,-1.0633806169447895,3.9562443762628976,,,,1,7,Bot,,,,,,,1.4463901900009617,-132.37067923614495,-3.7437632931739317,-2.72080358505891,28.207289014200935,-17.407509897017107,3.47043872358899,1.57338547831369,,,,91.2,2249,6.4,776749,553869,656811,630105,592518,593428,657656,701538,669369,54.05,,,,,,,,62,1,Cutter,0,11,0,11,11,0,0,11,Infield shade,Standard,186,0,0.039,,,,-0.039,,-11,-11,0.001,0.001,32,26,32,27,3,2,5,1,6,2,1.55,0.21,-0.21,52.6,,,,,
FF,2025-08-13,94.4,-2.76,5.96,"Carter, Evan",694497,668678,,ball,,,,,11,Ball,R,L,R,TEX,AZ,B,,,0,1,2025,-0.34,1.39,-0.8938735772019527,3.5220034876175537,543760,,592626,2,5,Bot,,,,,,,5.635241454494468,-137.30845887861096,-3.7655946153765023,-5.527040903393414,31.189165512451584,-13.920784393411813,3.66570434194769,1.70995990209474,,,,94.8,2341,6.6,776746,543510,682988,606466,677942,672695,664983,677950,682998,53.9,,,,,,,,45,2,4-Seam Fastball,3,2,3,2,2,3,3,2,Infield shade,Standard,207,0.005,0.007,,,,-0.007,,1,1,0.701,0.701,29,22,30,23,3,2,5,12,5,2,1.17,0.34,-0.34,45.3,,,,,
FF,2025-08-13,94,-2.73,4.72,"McMahon, Ryan",641857,657746,,ball,,,,,1,Ball,R,L,R,NYY,MIN,B,,,0,0,2025,-1.13,1.23,-0.7634265134203353,3.4648024651314913,,683011,,1,7,Bot,,,,,,,7.644022033547574,-136.55688032611008,-0.1991660775717362,-15.859133797680139,33.32405230004929,-17.05955691119918,3.60980619136427,1.68951514192994,,,,94.1,2399,6.7,776760,680777,665019,807712,668904,686797,702176,621439,670242,53.81,,,,,,,,55,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,229,0.004,0.028,,,,-0.028,,-3,-3,0.146,0.146,29,30,29,31,3,2,5,1,6,2,1.38,1.13,-1.13,24.9,,,,,
