pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-07-01,85.7,-2,5.97,"O'Hoppe, Logan",681351,656550,strikeout,swinging_strike,,,,,14,Logan O'Hoppe strikes out swinging.,R,R,R,ATL,LAA,S,2,,1,2,2025,0.45,-0.51,0.5860766132786045,0.8101678487965711,,,624585,2,6,Top,,,,,,,5.173570143888129,-124.76458829159348,-4.925631352410192,3.813846007649341,23.189305750468378,-36.83029156334235,3.46,1.61,,,,85.7,2912,6.1,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.4,,0,0,1,0,0,,46,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,16,0.025,-0.183,71.6,9.2,,0.183,,0,0,0.551,0.44899999999999995,29,25,29,25,3,2,5,2,5,2,3.59,-0.45,-0.45,43.5,31.92190993402691,-30.95729933848602,40.21700261298143,42.45045076346125,50.64646029033192
CU,2025-07-01,84.7,-2.01,5.99,"O'Hoppe, Logan",681351,656550,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,ATL,LAA,B,,,0,2,2025,0.29,-1.05,0.09554634001081491,0.5138627692499655,,,624585,2,6,Top,,,,,,,4.319051406340401,-123.33565338402539,-4.3996367260622655,2.1535530699072725,22.31426855535085,-42.347381853735776,3.45995487732081,1.68491537737694,,,,84.7,2866,6.1,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.45,,,,,,,,46,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,32,-0.003,0.009,,,,-0.009,,0,0,0.554,0.44599999999999995,29,25,29,25,3,2,5,2,5,2,4.2,-0.29,-0.29,42.8,,,,,
SL,2025-07-01,85.1,-2,6.01,"O'Hoppe, Logan",681351,656550,,foul,,,,,8,Foul,R,R,R,ATL,LAA,S,,,0,2,2025,0.51,-0.45,0.25814391969128475,2.1478150611531195,,,624585,2,6,Top,,,,,,,4.2659305315221365,-123.97462271837344,-1.868209509226021,4.460398712987239,23.935408063257054,-36.71871240305134,3.46,1.61,,,,84.9,2957,6,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.48,,,,,,,,46,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,43,0,0,79.7,8.6,,0,,0,0,0.554,0.44599999999999995,29,25,29,25,3,2,5,2,5,2,3.59,-0.51,-0.51,42.5,26.88771124255471,-29.768588267270346,35.16148202810698,37.6445893720079,49.59798763145804
SL,2025-07-01,85.4,-2.04,6.04,"O'Hoppe, Logan",681351,656550,,swinging_strike,,,,,13,Swinging Strike,R,R,R,ATL,LAA,S,,,0,1,2025,0.22,-0.45,-0.022402874709465143,1.2145309218448768,,,624585,2,6,Top,,,,,,,4.2841197792183685,-124.382771517286,-4.187977950988946,1.4300433472993779,23.90831695049149,-36.26735649355968,3.46,1.61,,,,85,2890,5.9,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.64,,,,,,,,46,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,33,0.009,-0.055,77.3,8.8,,0.055,,0,0,0.545,0.45499999999999996,29,25,29,25,3,2,5,2,5,2,3.56,-0.22,-0.22,48.1,46.02780449317076,-22.296821299953095,39.90331508996566,35.34209782451,54.33705908209474
SL,2025-07-01,84.4,-2.13,6.05,"O'Hoppe, Logan",681351,656550,,foul,,,,,6,Foul,R,R,R,ATL,LAA,S,,,0,0,2025,0.38,-0.37,0.47457775934703067,2.1904349195686463,,,624585,2,6,Top,,,,,,,5.260561579158844,-122.8745934518419,-1.8881660839615726,2.8782197931400635,23.326059035066578,-35.82031332581844,3.46,1.61,4,64.2,-29,84,2851,5.9,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.57,,,,,,,,46,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,36,0.005,-0.042,74.3,8.1,,0.042,88.0,0,0,0.54,0.45999999999999996,29,25,29,25,3,2,5,2,5,2,3.56,-0.38,-0.38,42.3,25.63586815460849,-17.523358619256534,32.1805405849518,41.53112164829747,47.82336280833958
SL,2025-07-01,79.8,-2.44,5.55,"Witt Jr., Bobby",677951,676106,field_out,hit_into_play,,,,,5,"Bobby Witt Jr. grounds out sharply, third baseman Ben Williamson to first baseman Luke Raley.",R,R,R,SEA,KC,X,5,ground_ball,0,0,2025,0.62,-0.07,-0.10780746169851158,2.7357229274462758,,,663697,2,6,Top,97.26,169.32,,,,,3.973384627828894,-116.21754870967243,0.6234035050741238,4.943717944883933,20.13169924944434,-33.15862806390377,3.55,1.65,19,102.9,-7,79.9,2223,6.2,777281,663728,670042,702284,810938,641487,668227,677594,686527,54.35,0.39,0.357,0,1,0,0,2,49,1,Slider,3,5,5,3,5,3,5,3,Standard,Standard,94,0.018,-0.271,75.9,7.6,0.415,0.271,102.9,-2,2,0.242,0.758,26,25,26,25,4,3,5,1,62,1,3.63,-0.62,-0.62,26.4,13.098961401693298,-20.3581399351426,23.359031020543288,31.720753063022908,37.670818244150816
CU,2025-07-01,82.3,-2.06,6.13,"Soler, Jorge",624585,656550,hit_by_pitch,hit_by_pitch,,,,,11,Jorge Soler hit by pitch.,R,R,R,ATL,LAA,B,,,0,1,2025,0.53,-0.96,-1.8006755888253023,3.597600704357405,,,,2,6,Top,,,,,,,-0.42772524697003,-119.92444255984562,2.5759116845231054,5.215572893591999,22.492666673505855,-42.18075362587497,3.68,1.75,,,,81.6,2865,5.6,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.86,,0.722289,0.7,1,0,0,,45,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,39,-0.022,0.37,,,,-0.37,,0,0,0.562,0.43799999999999994,29,33,29,33,3,2,5,14,5,1,4.31,-0.53,-0.53,43.5,,,,,
SI,2025-07-01,94,-2.64,5.17,"India, Jonathan",663697,676106,hit_by_pitch,hit_by_pitch,,,,,11,Jonathan India hit by pitch.,R,R,R,SEA,KC,B,,,0,0,2025,-1.41,0.33,-1.3619814457304125,3.8733321229253788,,,,2,6,Top,,,,,,,6.405228767853945,-136.73725074184455,1.6554746186527916,-19.1452127069206,32.201046603877096,-28.674455846507488,3.4,1.57,,,,93.3,2384,6,777281,663728,670042,702284,810938,641487,668227,677594,686527,54.46,,0.722289,0.7,1,0,0,,48,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,240,-0.009,0.327,,,,-0.327,,-2,2,0.251,0.749,26,28,26,29,4,3,5,1,62,1,2.26,1.41,1.41,15.3,,,,,
KC,2025-07-01,81,-2.87,5.77,"Johnson, Daniel",669288,668678,strikeout,swinging_strike_blocked,,,,,13,Daniel Johnson strikes out swinging.,R,L,R,AZ,SF,S,2,,1,2,2025,0.49,-1.04,-0.11437082355845707,0.7532183458705344,,,,2,7,Top,,,,,,,5.240526419870826,-117.88967728751103,-2.5988371138760638,3.605435126330934,22.445921403572104,-41.588655734611756,3.16,1.52,,,,81.5,2380,6.6,777278,543510,656976,606466,553993,672695,666971,677950,664983,53.91,,0,0,1,0,0,,54,4,Knuckle Curve,8,2,2,8,2,8,2,8,Standard,Standard,32,0.001,-0.182,45.9,6.7,,0.182,,6,-6,0.992,0.008000000000000007,29,29,30,30,3,2,6,1,6,43,4.51,-0.49,0.49,41.4,-1.8296769636704846,7.525366550382519,30.021613476089133,37.27779352788822,21.849749537646474
FF,2025-07-01,95.4,-2.12,6.02,"Soler, Jorge",624585,656550,,foul,,,,,2,Foul,R,R,R,ATL,LAA,S,,,0,0,2025,-0.44,1.28,0.2605033110427757,3.117579972298035,,,,2,6,Top,,,,,,,7.186918223059712,-138.84883080373126,-4.884644858345687,-7.216426172930046,28.845318090540744,-14.636148971342385,3.68,1.75,174,84.4,67,94.9,2398,5.8,777298,686948,621566,645277,663586,669397,657077,671739,660670,54.67,,,,,,,,45,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,0.003,-0.043,74.8,7.1,,0.043,88.0,0,0,0.559,0.44099999999999995,29,33,29,33,3,2,5,14,5,1,1.21,0.44,0.44,40.7,5.123023355954226,2.2570932858377626,31.828110195675578,38.467392550974225,20.6975743087272
