pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-07-11,88.8,2.62,6.06,"Tucker, Kyle",663656,607074,field_out,hit_into_play,,,,,8,Kyle Tucker flies out to right fielder Aaron Judge.,R,L,L,NYY,CHC,X,9,fly_ball,3,2,2025,-0.37,-0.29,0.23728728343764718,1.8336727020561971,542932,,663538,2,8,Top,191.34,134.96,,,,,-5.040933758883296,-129.20056828229318,-3.6682912326075603,-3.0509901509595623,27.552307081108236,-34.856457831917936,3.44,1.61,276,79.2,34,88.3,2617,6.1,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.45,0.071,0.081,0,1,0,0,3,65,6,Slider,8,0,0,8,0,8,0,8,Standard,Standard,299,0,-0.286,76.2,8.2,0.126,0.286,88.0,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,3.19,-0.37,-0.37,42.4,18.73657017374433,-22.34320111099662,35.695313446964725,34.65948739402239,39.36096338476321
FF,2025-07-11,98.2,2.02,6.44,"Tucker, Kyle",663656,607074,,ball,,,,,12,Ball,R,L,L,NYY,CHC,B,,,2,2,2025,0.91,1.38,0.6527030531772309,4.57138742131321,542932,,663538,2,8,Top,,,,,,,-5.761645867882654,-142.88504595560283,-2.7057890820124983,13.808722098362884,36.18281488100321,-13.00823596178234,3.45783983223631,1.63211915260979,,,,97.3,2510,6,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.52,,,,,,,,65,5,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,139,0,0.062,,,,-0.062,,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,1.01,0.91,0.91,45.8,,,,,
SL,2025-07-11,90.1,2.47,6.17,"Tucker, Kyle",663656,607074,,swinging_strike,,,,,4,Swinging Strike,R,L,L,NYY,CHC,S,,,2,1,2025,-0.18,0.11,-0.7233401553176695,2.191787036470024,542932,,663538,2,8,Top,,,,,,,-7.523206889768281,-131.02048908559033,-4.1344150220660865,-0.48873311185323204,27.10556239196271,-30.202602325470973,3.44,1.61,,,,89.7,2745,6,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.47,,,,,,,,65,4,Slider,8,0,0,8,0,8,0,8,Standard,Standard,303,0,-0.05,73.4,7.7,,0.05,,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,2.69,-0.18,-0.18,38.1,12.667137897540803,-5.859783530831255,27.10679474500701,46.7875353726518,27.22507211203228
SI,2025-07-11,94.7,2.39,6.29,"Tucker, Kyle",663656,607074,,ball,,,,,3,Ball,R,L,L,NYY,CHC,B,,,1,1,2025,1.34,0.39,0.8223950507400397,3.322222160435623,542932,,663538,2,8,Top,,,,,,,-7.037435729419652,-137.7699392215958,-2.928492417229006,18.616668649714562,30.547495603244986,-26.730360787822654,3.40094501694354,1.57512085050013,,,,94.2,2423,6,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.47,,,,,,,,65,3,Sinker,8,0,0,8,0,8,0,8,Standard,Standard,134,0,0.03,,,,-0.03,,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,2.15,1.34,1.34,41.1,,,,,
SL,2025-07-11,88.4,2.4,6.19,"Tucker, Kyle",663656,607074,,ball,,,,,13,Ball,R,L,L,NYY,CHC,B,,,0,1,2025,0.07,0.37,-1.5301756600680512,1.5022198652557859,542932,,663538,2,8,Top,,,,,,,-9.654658886731957,-128.27608976529808,-6.070733009140336,2.741129123965169,26.311067535854317,-26.959621043224523,3.39034280580037,1.63702889948853,,,,87.8,2596,6,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.46,,,,,,,,65,2,Slider,8,0,0,8,0,8,0,8,Standard,Standard,328,0,0.007,,,,-0.007,,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,2.56,0.07,0.07,37.9,,,,,
SL,2025-07-11,88.3,2.41,6.17,"Tucker, Kyle",663656,607074,,swinging_strike,,,,,4,Swinging Strike,R,L,L,NYY,CHC,S,,,0,0,2025,-0.21,0.29,-0.3306915829439949,2.2314209873414796,542932,,663538,2,8,Top,,,,,,,-6.186127799233861,-128.3787458292009,-3.9765610036087606,-0.786281972548937,30.67661594457317,-28.272018058896357,3.44,1.61,,,,87.2,2630,6,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.54,,,,,,,,65,1,Slider,8,0,0,8,0,8,0,8,Standard,Standard,329,0,-0.035,70.8,8.6,,0.035,,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,2.67,-0.21,-0.21,35.3,30.875022009491907,-32.56903902123474,31.05292021720849,41.569111031298654,41.68353567529055
SI,2025-07-11,92.1,2.57,6.12,"Hoerner, Nico",663538,607074,single,hit_into_play,,,,,9,Nico Hoerner singles on a line drive to center fielder Cody Bellinger. Jon Berti to 3rd.,R,R,L,NYY,CHC,X,8,line_drive,2,1,2025,1.49,0.62,0.5808582919003271,1.9964692066384346,,,542932,2,8,Top,155.85,91.78,,,,,-8.240781322855298,-133.7697519482374,-5.940377014588858,19.639399022805293,29.65375278921044,-23.61667445424429,3.37,1.57,278,86.5,19,91.7,2233,6.2,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.31,0.742,0.695,0.9,1,1,0,4,64,4,Sinker,8,0,0,8,0,8,0,8,Standard,Standard,127,0,0.307,68.5,7.4,0.85,-0.307,88.0,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,2.09,1.49,-1.49,40.1,5.874100940317173,0.3623248811002313,35.19247958617155,41.61192065371566,26.259013843575623
ST,2025-07-11,83.4,-2.92,6.18,"Robert Jr., Luis",673357,668909,single,hit_into_play,,,,,8,Luis Robert Jr. singles on a sharp line drive to left fielder Steven Kwan.,R,R,R,CWS,CLE,X,7,line_drive,2,2,2025,1.06,-0.49,0.05608839409021826,2.174375989233392,,,,0,6,Bot,76.65,116.64,,,,,4.779221471837039,-121.41726714742586,-1.830235249866469,9.54341204825886,23.614264547896035,-36.8542906328943,3.82,1.78,182,100,10,83.6,2270,6.4,777146,666310,700932,682177,669717,677587,680757,682657,666134,54.1,0.82,0.771,0.9,1,1,0,4,52,5,Sweeper,3,3,3,3,3,3,3,3,Standard,Standard,49,0.055,0.465,82.2,7.7,0.952,-0.465,100.0,0,0,0.571,0.571,25,27,26,28,3,2,5,0,9,1,3.76,-1.06,-1.06,32.8,12.415617751983069,4.770250602610068,34.212632718372994,33.884957658783605,32.04535230442764
FF,2025-07-11,94.5,2.32,6.25,"Hoerner, Nico",663538,607074,,foul,,,,,14,Foul,R,R,L,NYY,CHC,S,,,2,0,2025,1.21,1.37,0.8857825086034121,2.0953108384490466,,,542932,2,8,Top,,,,,,,-6.418468740918166,-137.24529418988482,-8.10346716852276,16.733105070056343,32.68802443416553,-13.232249159404873,3.37,1.57,179,67.9,56,93.9,2328,6.2,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.3,,,,,,,,64,3,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,134,0,-0.044,71.6,7.7,,0.044,88.0,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,1.21,1.21,-1.21,43.5,10.81869756707688,1.1085683402617013,31.076169481347225,44.761182969313,28.683430325950095
FF,2025-07-11,94.1,2.33,6.23,"Hoerner, Nico",663538,607074,,blocked_ball,,,,,14,Ball In Dirt,R,R,L,NYY,CHC,B,,,1,0,2025,1.02,1.52,0.11011511309841748,0.45758941208558856,,,542932,2,8,Top,,,,,,,-7.997563281871753,-136.2953745575895,-12.542174945941436,14.493472039721057,30.575096449711626,-10.566105941200156,3.36716602976789,1.61931669850942,,,,93.7,2395,6.4,777153,641555,502671,665862,672724,683011,691176,641355,592450,54.13,,,,,,,,64,2,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,139,0,0.048,,,,-0.048,,8,-8,0.999,0.0010000000000000009,32,28,33,28,4,3,6,1,10,1,1.08,1.02,-1.02,44.1,,,,,
