pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-07-25,94.4,-0.88,6.39,"Adames, Willy",642715,605280,field_out,hit_into_play,,,,,11,Willy Adames pops out to second baseman Brett Baty.,R,R,R,SF,NYM,X,4,popup,2,1,2025,-0.83,0.52,-0.9112022287738577,3.0233592333920143,,669477,672275,2,5,Bot,145.3,149.47,,,,,1.7555667921832698,-137.60339519107532,-4.256424859521873,-10.928201926128251,28.60908916451722,-24.881862872649588,3.49,1.71,139,59.6,57,94.2,2199,5.9,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.59,0.008,0.007,0,1,0,0,3,46,4,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,230,-0.026,-0.283,69.1,7.1,0.008,0.283,88.0,-5,-5,0.074,0.074,32,29,32,30,3,2,6,2,5,1,2.02,0.83,0.83,39.9,12.177341537787623,14.222636954431609,37.373290070347316,27.408746352761007,24.31219552289075
SI,2025-07-25,92.9,-0.92,6.38,"Adames, Willy",642715,605280,,ball,,,,,13,Ball,R,R,R,SF,NYM,B,,,1,1,2025,-0.84,0.56,-1.4906642733661517,2.5724369832076963,,669477,672275,2,5,Bot,,,,,,,0.38588582157509743,-135.39497004038768,-5.257574491067657,-10.565829382364054,25.5573093441255,-24.377033965673892,3.49365767116294,1.74134663235623,,,,92.9,2181,5.9,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.61,,,,,,,,46,3,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,231,0.003,0.03,,,,-0.03,,-5,-5,0.071,0.071,32,29,32,30,3,2,6,2,5,1,2.04,0.84,0.84,40.5,,,,,
CH,2025-07-25,88.5,-0.93,6.36,"Adames, Willy",642715,605280,,ball,,,,,13,Ball,R,R,R,SF,NYM,B,,,0,1,2025,-0.77,-0.02,-0.6833882341788542,1.3713739207078897,,669477,672275,2,5,Bot,,,,,,,2.1758626805614516,-128.8790857880169,-6.070156179649025,-9.002030242470425,25.41683213735902,-31.390104693722794,3.56507049898798,1.7178022601552,,,,88.3,1101,6,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.52,,,,,,,,46,2,Changeup,1,6,1,6,6,1,1,6,Standard,Standard,247,0.003,0.018,,,,-0.018,,-5,-5,0.068,0.068,32,29,32,30,3,2,6,2,5,1,2.91,0.77,0.77,41.4,,,,,
FF,2025-07-25,94.6,1.87,5.64,"Jeffers, Ryan",680777,669022,strikeout,called_strike,,,,,8,Ryan Jeffers called out on strikes.,R,R,L,MIN,WSH,S,2,,1,2,2025,0.63,1.39,0.25185497697843695,1.9647065292054746,,,686797,2,5,Bot,,,,,,,-5.720880093995022,-137.67101132462784,-7.153917552172255,9.247270598685017,28.480422278323932,-13.153107314333798,3.27181627686726,1.68055779236322,,,,96.4,2222,7.1,777011,656180,663993,671277,691781,682928,695578,696285,695734,53.37,,0,0,1,0,0,,38,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,147,-0.015,-0.183,,,,0.183,,1,1,0.675,0.675,26,28,26,28,3,2,5,2,5,4,1.15,0.63,-0.63,42.9,,,,,
FC,2025-07-25,90.4,-0.71,6.56,"Adames, Willy",642715,605280,,swinging_strike,,,,,11,Swinging Strike,R,R,R,SF,NYM,S,,,0,0,2025,0.19,0.74,-0.07033985487776151,3.6759029948653335,,669477,672275,2,5,Bot,,,,,,,1.1892587029410837,-131.74961948397092,-2.884115945689521,1.957172079617017,25.11162571792096,-23.09483976560189,3.49,1.71,,,,90.3,2439,5.9,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.56,,,,,,,,46,1,Cutter,1,6,1,6,6,1,1,6,Standard,Standard,205,-0.004,-0.047,68.5,6.8,,0.047,,-5,-5,0.072,0.072,32,29,32,30,3,2,6,2,5,1,2.01,-0.19,-0.19,45.9,9.241521499902145,28.40830220161158,29.188639263293535,38.9565623913094,12.16845455445513
FF,2025-07-25,94.7,1.93,5.58,"Jeffers, Ryan",680777,669022,,called_strike,,,,,8,Called Strike,R,R,L,MIN,WSH,S,,,1,1,2025,0.36,1.46,-0.20567320605118888,2.0014910268070434,,,686797,2,5,Bot,,,,,,,-6.462241302985655,-137.7780832474719,-7.074392502772245,5.932910742110049,28.065873104782202,-12.18880883544717,3.30808821233516,1.65113908142169,,,,96.3,2252,7.1,777011,656180,663993,671277,691781,682928,695578,696285,695734,53.45,,,,,,,,38,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,156,-0.006,-0.073,,,,0.073,,1,1,0.681,0.681,26,28,26,28,3,2,5,2,5,4,1.07,0.36,-0.36,44.5,,,,,
SI,2025-07-25,94.3,-0.84,6.47,"Devers, Rafael",646240,605280,strikeout,foul_tip,,,,,6,Rafael Devers strikes out on a foul tip.,R,L,R,SF,NYM,S,2,,3,2,2025,-0.89,0.37,0.4582109107923612,2.675441231160101,,669477,672275,1,5,Bot,,,,,,,5.335029403071693,-137.29704078635515,-5.049320164306554,-12.449192457065351,26.136622010557023,-26.682140471858904,3.49,1.6,,,,94.3,2200,5.9,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.57,,0,0,1,0,0,,45,6,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,226,-0.04,-0.313,71.9,7.1,,0.313,,-5,-5,0.112,0.112,32,28,32,29,3,2,6,2,5,1,2.16,0.89,-0.89,44.5,7.790216853362098,17.054661193326034,30.556759679146243,30.15186826013865,24.856614802553924
ST,2025-07-25,81.4,-0.88,6.4,"Devers, Rafael",646240,605280,,called_strike,,,,,5,Called Strike,R,L,R,SF,NYM,S,,,3,1,2025,1.65,-0.57,-0.14597930907734868,2.2175188080035766,,669477,672275,1,5,Bot,,,,,,,-1.516317463778876,-118.53745131483377,-1.6630425560546824,15.799733342623117,24.26242416030194,-37.39337235794772,3.49000167777113,1.58016478570328,,,,80.5,2893,5.8,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.68,,,,,,,,45,5,Sweeper,1,6,1,6,6,1,1,6,Standard,Standard,44,-0.012,-0.075,,,,0.075,,-5,-5,0.124,0.124,32,28,32,29,3,2,6,2,5,1,4.02,-1.65,1.65,40.9,,,,,
FF,2025-07-25,95.3,1.99,5.57,"Jeffers, Ryan",680777,669022,,ball,,,,,12,Ball,R,R,L,MIN,WSH,B,,,0,1,2025,0.57,1.5,0.2135766393958275,4.2064525085392,,,686797,2,5,Bot,,,,,,,-6.037344316707383,-138.75231052249788,-1.3422942724750428,8.663008431792063,30.359681188503902,-12.681164754986385,3.33362472277618,1.70949190366073,,,,96.7,2279,7,777011,656180,663993,671277,691781,682928,695578,696285,695734,53.49,,,,,,,,38,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,144,0.002,0.027,,,,-0.027,,1,1,0.679,0.679,26,28,26,28,3,2,5,2,5,4,1,0.57,-0.57,40.9,,,,,
SI,2025-07-25,93.2,-0.81,6.48,"Devers, Rafael",646240,605280,,ball,,,,,11,Ball,R,L,R,SF,NYM,B,,,2,1,2025,-1.05,0.26,-1.63852791526209,3.3668917458650602,,669477,672275,1,5,Bot,,,,,,,0.17031535302090023,-135.92157402247085,-2.8872486832041866,-13.168560312830257,26.217909614569635,-28.544717645023372,3.55686490596091,1.65510046927333,,,,93,2221,5.8,777004,682626,624413,683146,677595,596019,607043,621438,665742,54.75,,,,,,,,45,4,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,231,0.014,0.108,,,,-0.108,,-5,-5,0.11,0.11,32,28,32,29,3,2,6,2,5,1,2.33,1.05,-1.05,47.1,,,,,
